ordinal,scenario,dataset,dsm_mode_tag,residual,fusion,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
False,4,dataset_16,dsm_density_uncertainty,True,concat,256,FCSNN,SGD,0.001,100,1,0.5511958146487295,0.37936384794414274,0.549438202247191,0.4488297384121157,0.5042276758094452,0.5478574242553059,986,800,401,489,"[[986, 800], [401, 489]]",0.42777260018639324,6,val_f1,10.557177066802979,2676,results/scenario_4/FCSNN/dataset_16/dsm_density_uncertainty/residual_True/fusion_concat/SGD_lr0.001_bs256/predictions.csv,results/scenario_4/FCSNN/dataset_16/dsm_density_uncertainty/residual_True/fusion_concat/SGD_lr0.001_bs256
