ordinal,scenario,dataset,dsm_mode_tag,variant_tag,dsm_post_concat_with_rgb,use_four_stream,residual,fusion,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
False,4,dataset_16,dsm_only,3stream_concat,True,False,True,mcmaf,256,MMF,SGD,0.0001,100,1,0.39125560538116594,0.346744089589382,0.9393258426966292,0.5065131778249016,0.7000502428403952,0.5453212903383566,211,1575,54,836,"[[211, 1575], [54, 836]]",0.5044113173106175,1,val_f1,12.481502771377563,2676,results/scenario_4/MMF/dataset_16/dsm_only/3stream_concat/residual_True/fusion_mcmaf/SGD_lr0.0001_bs256/predictions.csv,results/scenario_4/MMF/dataset_16/dsm_only/3stream_concat/residual_True/fusion_mcmaf/SGD_lr0.0001_bs256
