ordinal,scenario,dataset,dsm_mode_tag,residual,fusion,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
False,4,dataset_16,dsm_density,True,concat,256,FCSNN,SGD,0.001,100,1,0.5653961136023916,0.3857740585774059,0.5179775280898876,0.4422062350119904,0.4847528916929548,0.5507038993296204,1052,734,429,461,"[[1052, 734], [429, 461]]",0.4429657794676806,5,val_f1,10.068361282348633,2676,results/scenario_4/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/SGD_lr0.001_bs256/predictions.csv,results/scenario_4/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/SGD_lr0.001_bs256
