,precision,recall,f1-score,support
0,0.0,0.0,0.0,385.0
1,0.523542600896861,1.0,0.6872700515084621,1401.0
2,0.0,0.0,0.0,473.0
3,0.0,0.0,0.0,247.0
4,0.0,0.0,0.0,170.0
accuracy,0.523542600896861,0.523542600896861,0.523542600896861,0.523542600896861
macro avg,0.1047085201793722,0.2,0.1374540103016924,2676.0
weighted avg,0.2740968549538499,0.523542600896861,0.3598151502852599,2676.0
