ordinal,scenario,dataset,dsm_mode_tag,residual,fusion,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,mae,qwk,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
True,5,dataset_16,dsm_density,True,concat,256,FCSNN,Nadam,0.001,100,5,0.40881913303437967,0.16381300988436379,0.2789866236547179,0.1878694972782635,0.22382657359279015,0.5658890578039382,0.9540358744394619,0.08023610015126525,0,0,0,0,"[[326, 59, 0, 0, 0], [632, 768, 1, 0, 0], [206, 267, 0, 0, 0], [100, 147, 0, 0, 0], [78, 92, 0, 0, 0]]",0.1837089926512627,3,val_f1,12.339638948440552,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/Nadam_lr0.001_bs256/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/Nadam_lr0.001_bs256
