ordinal,scenario,dataset,dsm_mode_tag,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,mae,rmse,off_by_one_accuracy,qwk,linear_kappa,spearman,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_metric,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
True,5,dataset_16,dsm_only,64,FUJITA,RMSprop,0.001,100,5,0.5452167414050823,0.49232007347537704,0.4473842242772873,0.46009859607433173,0.4505355060392584,0.6540109850410423,0.6035127055306427,0.9919330827519053,0.8867713004484304,0.492601506228423,0.39865737521111566,0.48704728447562146,0,0,0,0,"[[248, 105, 21, 4, 7], [72, 923, 332, 55, 19], [8, 242, 192, 20, 11], [3, 92, 122, 20, 10], [9, 37, 37, 11, 76]]",0.5407970867265661,20,val_qwk,12.974477529525757,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/RMSprop_lr0.001_bs64/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/RMSprop_lr0.001_bs64
True,5,dataset_16,dsm_only,256,FUJITA,Nadam,0.0001,100,5,0.5168161434977578,0.4790282988229594,0.4251587851264486,0.4323260084698031,0.4241172550984255,0.6422357443332501,0.616965620328849,0.9755991605024547,0.8946188340807175,0.49395262062016043,0.3843887118506617,0.4890931919650907,0,0,0,0,"[[259, 94, 22, 4, 6], [103, 836, 411, 36, 15], [10, 223, 216, 20, 4], [5, 92, 133, 13, 4], [8, 24, 56, 23, 59]]",0.5342293560097108,26,val_qwk,10.400202989578247,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.0001_bs256/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.0001_bs256
True,5,dataset_16,dsm_only,128,FUJITA,Nadam,0.0001,100,5,0.49588938714499253,0.5151352370861076,0.48294840806160055,0.4802620731949889,0.47624738084723656,0.6565874763236629,0.6352765321375187,0.9815183016035212,0.8953662182361734,0.5372147912494123,0.41929588924497496,0.5267778000115697,0,0,0,0,"[[281, 64, 31, 3, 6], [100, 662, 544, 78, 17], [8, 151, 249, 56, 9], [6, 52, 123, 59, 7], [11, 11, 48, 24, 76]]",0.5759967042860532,37,val_qwk,17.751697778701782,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.0001_bs128/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.0001_bs128
True,5,dataset_16,dsm_only,64,FUJITA,Nadam,0.0001,100,5,0.5455904334828101,0.5013171318432998,0.4391370359300182,0.4468803886842704,0.4388512340629102,0.6563013338575714,0.5758594917787743,0.9393013337133591,0.9050822122571002,0.5283604685015564,0.41739887698866596,0.5266837329311219,0,0,0,0,"[[289, 72, 17, 3, 4], [119, 914, 333, 28, 7], [7, 262, 185, 16, 3], [9, 91, 131, 12, 4], [10, 24, 51, 25, 60]]",0.5620932070986018,20,val_qwk,17.45682644844055,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.0001_bs64/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.0001_bs64
True,5,dataset_16,dsm_only,256,FUJITA,Nadam,0.001,100,5,0.5597907324364724,0.513638906733815,0.46698897317475974,0.47233477024399007,0.4661302154833093,0.6696113403497943,0.5792227204783259,0.9677150132070124,0.8949925261584455,0.5188669173760916,0.4274134210936821,0.5211244379405644,0,0,0,0,"[[311, 52, 17, 4, 1], [114, 911, 326, 40, 10], [16, 242, 185, 21, 9], [9, 91, 113, 27, 7], [14, 38, 32, 22, 64]]",0.5586697527594133,16,val_qwk,8.3923180103302,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.001_bs256/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.001_bs256
True,5,dataset_16,dsm_only,128,FUJITA,Nadam,0.001,100,5,0.48056801195814647,0.5181151236109011,0.45419300999122847,0.4446717906028675,0.4398250822292732,0.6517795783175662,0.6334080717488789,0.9628759239087087,0.9121823617339312,0.5209815124420667,0.4020025798231671,0.51972985485663,0,0,0,0,"[[298, 59, 22, 3, 3], [111, 612, 630, 40, 8], [10, 140, 292, 26, 5], [7, 49, 159, 28, 4], [15, 16, 57, 26, 56]]",0.5528895528096555,7,val_qwk,8.27645492553711,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.001_bs128/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.001_bs128
True,5,dataset_16,dsm_only,64,FUJITA,Nadam,0.001,100,5,0.5272795216741405,0.5345156403778732,0.44127475804388644,0.4586972479511548,0.44243090233898885,0.652908755397597,0.5971599402092675,0.9513580883437636,0.9002242152466368,0.5080446243473762,0.40086149886904454,0.498773667816296,0,0,0,0,"[[247, 104, 30, 2, 2], [66, 832, 452, 42, 9], [5, 200, 246, 17, 5], [3, 79, 130, 30, 5], [11, 26, 53, 24, 56]]",0.5519270694038604,10,val_qwk,12.678033351898193,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.001_bs64/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.001_bs64
True,5,dataset_16,dsm_only,256,FUJITA,Adamax,0.0001,100,5,0.53101644245142,0.4445570747750584,0.4036017841530592,0.39975312134708263,0.39908441640029557,0.6369691336610631,0.625186846038864,1.0212612735919808,0.8875186846038864,0.4370220083090842,0.3560799730059607,0.4641059615675134,0,0,0,0,"[[298, 66, 13, 4, 4], [151, 931, 292, 15, 12], [13, 303, 144, 11, 2], [13, 128, 99, 4, 3], [20, 40, 37, 29, 44]]",0.501943034210153,55,val_qwk,15.251300573348999,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.0001_bs256/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.0001_bs256
True,5,dataset_16,dsm_only,128,FUJITA,Adamax,0.0001,100,5,0.5085949177877429,0.47102355017575614,0.39874389846908576,0.40665514848009243,0.39731722885665327,0.6318719871436215,0.624813153961136,0.9853182318100177,0.8994768310911808,0.45855575991387043,0.3589087496328349,0.4627298986115323,0,0,0,0,"[[243, 112, 22, 3, 5], [89, 847, 433, 20, 12], [8, 231, 218, 14, 2], [6, 94, 136, 8, 3], [13, 31, 53, 28, 45]]",0.5124657911727355,26,val_qwk,11.488647699356079,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.0001_bs128/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.0001_bs128
True,5,dataset_16,dsm_only,64,FUJITA,Adamax,0.0001,100,5,0.5343796711509716,0.49722798486812375,0.42837147581756685,0.4306402943325936,0.42492400430886407,0.6519247806534624,0.5964125560538116,0.9650081127628186,0.9002242152466368,0.497567926281947,0.3972438795689067,0.508875488682834,0,0,0,0,"[[293, 67, 19, 2, 4], [132, 879, 359, 24, 7], [11, 249, 196, 13, 4], [14, 83, 134, 14, 2], [11, 30, 58, 23, 48]]",0.5543517715718613,55,val_qwk,27.56965160369873,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.0001_bs64/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.0001_bs64
True,5,dataset_16,dsm_only,256,FUJITA,Adamax,0.001,100,5,0.492152466367713,0.5043567002441698,0.43283422057283893,0.4327324546071127,0.4247620833978355,0.6454455081745802,0.6270553064275037,0.9626818543866511,0.9054559043348281,0.5080319320225809,0.3914180766258454,0.507111425122968,0,0,0,0,"[[277, 74, 26, 3, 5], [103, 702, 543, 45, 8], [7, 172, 267, 24, 3], [4, 61, 158, 21, 3], [11, 19, 61, 29, 50]]",0.5505419843521271,12,val_qwk,6.0821592807769775,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.001_bs256/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.001_bs256
True,5,dataset_16,dsm_only,128,FUJITA,Adamax,0.001,100,5,0.523916292974589,0.5164472102820167,0.4492903048045587,0.4569199255583145,0.44726060817277685,0.655337143690983,0.594170403587444,0.9418837468213147,0.9050822122571002,0.5347192682095109,0.4173530428323924,0.5221408300869277,0,0,0,0,"[[287, 69, 24, 2, 3], [103, 806, 442, 44, 6], [10, 206, 226, 28, 3], [5, 75, 139, 22, 6], [11, 21, 50, 27, 61]]",0.5688276785816939,26,val_qwk,10.994932651519775,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.001_bs128/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.001_bs128
True,5,dataset_16,dsm_only,64,FUJITA,Adamax,0.001,100,5,0.5366218236173393,0.5295810154330047,0.45065576397396157,0.46120188550091645,0.4498115751667979,0.6598230406264398,0.5795964125560538,0.9321126974338934,0.9076980568011959,0.5340015513058922,0.4216940998384273,0.5286643900059799,0,0,0,0,"[[289, 74, 15, 3, 4], [87, 841, 434, 36, 3], [8, 211, 228, 23, 3], [5, 82, 133, 21, 6], [8, 29, 51, 25, 57]]",0.5773088962600988,24,val_qwk,15.137864351272583,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.001_bs64/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.001_bs64
