ordinal,scenario,dataset,dsm_mode_tag,variant_tag,dsm_post_concat_with_rgb,use_four_stream,residual,fusion,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,mae,rmse,off_by_one_accuracy,qwk,linear_kappa,spearman,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_metric,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,256,MMF,Adam,0.0001,100,5,0.5026158445440957,0.4467989272102436,0.3301799722127796,0.34251950287810873,0.3300707568514546,0.5858750883198223,0.6476083707025411,1.0046602918117142,0.8785500747384155,0.44370434610741827,0.29653530393111327,0.417513560534815,0,0,0,0,"[[165, 190, 23, 4, 3], [273, 1072, 47, 8, 1], [42, 386, 39, 4, 2], [10, 149, 70, 17, 1], [2, 52, 29, 35, 52]]",0.5137529621537957,38,val_qwk,56.26249575614929,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adam_lr0.0001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adam_lr0.0001_bs256
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,128,MMF,Adam,0.0001,100,5,0.48878923766816146,0.42737926876327775,0.32292561938942393,0.32593538280052475,0.31875063029563755,0.5799481811343086,0.6704035874439462,1.0287351282645891,0.8733183856502242,0.4292603310191754,0.28378190480907695,0.4231263296601881,0,0,0,0,"[[186, 174, 19, 2, 4], [323, 1029, 42, 6, 1], [53, 381, 33, 4, 2], [15, 142, 73, 14, 3], [2, 57, 36, 29, 46]]",0.5091694908172687,24,val_qwk,56.108704566955566,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adam_lr0.0001_bs128/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adam_lr0.0001_bs128
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,64,MMF,Adam,0.0001,100,5,0.5138266068759342,0.4378256607407292,0.3135547125080351,0.3170787504809988,0.3096665745597892,0.5854334108180227,0.6423766816143498,1.008743539088709,0.8736920777279522,0.4122792159838481,0.27521609383025725,0.4234295758047892,0,0,0,0,"[[167, 199, 13, 4, 2], [236, 1134, 27, 3, 1], [39, 407, 25, 1, 1], [7, 172, 59, 9, 0], [2, 60, 34, 34, 40]]",0.4880666559566472,21,val_qwk,69.52125930786133,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adam_lr0.0001_bs64/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adam_lr0.0001_bs64
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,256,MMF,Adam,0.001,100,5,0.5631539611360239,0.5026378165324414,0.38381368092926377,0.4014341456085818,0.3859199436977795,0.6359630058606287,0.5680119581464873,0.9402954088499714,0.8938714499252616,0.5049224567619505,0.37540788313528195,0.5136643793575514,0,0,0,0,"[[213, 147, 16, 6, 3], [175, 1166, 48, 11, 1], [18, 400, 48, 5, 2], [6, 139, 79, 21, 2], [2, 44, 36, 29, 59]]",0.5800108353109048,17,val_qwk,35.58810043334961,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adam_lr0.001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adam_lr0.001_bs256
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,128,MMF,Adam,0.001,100,5,0.5874439461883408,0.5348424165995863,0.41446536232830067,0.4513408768781345,0.42544195383212974,0.6626776316077079,0.5108370702541106,0.866456798781945,0.92152466367713,0.5812584296127916,0.4498077233140896,0.5742506241477932,0,0,0,0,"[[188, 183, 7, 5, 2], [33, 1175, 168, 19, 6], [6, 313, 109, 37, 8], [1, 83, 108, 40, 15], [3, 31, 39, 37, 60]]",0.6413960673913017,62,val_qwk,108.06155848503113,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adam_lr0.001_bs128/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adam_lr0.001_bs128
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,64,MMF,Adam,0.001,100,5,0.5788490284005979,0.5466035935989372,0.35909974839341247,0.3925456776789708,0.3651731881227123,0.6397024313204882,0.5440956651718983,0.9149154354969714,0.899103139013453,0.4833542258794522,0.36066035376657235,0.49272132048906947,0,0,0,0,"[[148, 215, 16, 4, 2], [46, 1275, 72, 6, 2], [11, 401, 54, 6, 1], [1, 137, 88, 20, 1], [2, 44, 44, 28, 52]]",0.5589944944815951,12,val_qwk,52.965320348739624,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adam_lr0.001_bs64/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adam_lr0.001_bs64
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,256,MMF,SGD,0.0001,100,5,0.5175635276532138,0.16865205690119187,0.20675732547252887,0.1569015492253873,0.18073514790309464,0.5122792663204677,0.7059043348281017,1.1339640379932177,0.8419282511210763,0.020275196208487167,0.013792950061865095,0.08801654340757478,0,0,0,0,"[[24, 361, 0, 0, 0], [40, 1361, 0, 0, 0], [6, 467, 0, 0, 0], [2, 245, 0, 0, 0], [3, 167, 0, 0, 0]]",0.030530495823172465,1,val_qwk,15.731257200241089,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/SGD_lr0.0001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/SGD_lr0.0001_bs256
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,128,MMF,SGD,0.0001,100,5,0.5164424514200299,0.1535901609694339,0.20256180650184935,0.1487890862429932,0.1751290784412675,0.502971845438258,0.7066517189835575,1.1342935350328587,0.8426756352765321,0.01049575156617899,0.006096217234158208,0.05365831862230637,0,0,0,0,"[[14, 371, 0, 0, 0], [33, 1368, 0, 0, 0], [4, 469, 0, 0, 0], [3, 244, 0, 0, 0], [3, 167, 0, 0, 0]]",0.021500992768196392,1,val_qwk,19.753472328186035,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/SGD_lr0.0001_bs128/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/SGD_lr0.0001_bs128
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,64,MMF,SGD,0.0001,100,5,0.4884155455904335,0.14313302147055296,0.2076776328596457,0.16526566217287866,0.18718348713301708,0.5091551213975958,0.7638266068759342,1.2016431202069968,0.8295964125560538,0.011751105035106457,0.01322947764021265,0.03498022701272955,0,0,0,0,"[[56, 329, 0, 0, 0], [150, 1251, 0, 0, 0], [39, 434, 0, 0, 0], [33, 214, 0, 0, 0], [16, 154, 0, 0, 0]]",0.020497992933314557,1,val_qwk,26.90861463546753,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/SGD_lr0.0001_bs64/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/SGD_lr0.0001_bs64
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,256,MMF,SGD,0.001,100,5,0.48243647234678627,0.14451016171456027,0.20916080350769856,0.16771118265876253,0.1893816722126072,0.5073772889298052,0.7694319880418535,1.200554181949616,0.8262331838565022,0.02932197861849717,0.017808522464136778,0.0690165349491008,0,0,0,0,"[[66, 319, 0, 0, 0], [176, 1225, 0, 0, 0], [48, 425, 0, 0, 0], [23, 224, 0, 0, 0], [16, 154, 0, 0, 0]]",0.055488104349647016,2,val_qwk,16.966543436050415,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/SGD_lr0.001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/SGD_lr0.001_bs256
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,128,MMF,SGD,0.001,100,5,0.4790732436472347,0.1430737848057056,0.2078760069338228,0.16660278171432885,0.18825381781494105,0.5045621380742092,0.772795216741405,1.2016431202069968,0.8258594917787743,0.031544117481775547,0.016522657074715452,0.07238785821195523,0,0,0,0,"[[66, 319, 0, 0, 0], [185, 1216, 0, 0, 0], [49, 424, 0, 0, 0], [22, 225, 0, 0, 0], [16, 154, 0, 0, 0]]",0.055999757597561595,1,val_qwk,20.671975135803223,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/SGD_lr0.001_bs128/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/SGD_lr0.001_bs128
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,64,MMF,SGD,0.001,100,5,0.49850523168908817,0.15531650231756555,0.21303892395969481,0.1713556763285024,0.19218239126855313,0.5131195634845316,0.7395366218236173,1.1674138115826116,0.8329596412556054,0.041472346072749855,0.02532841169766975,0.10643615212939456,0,0,0,0,"[[60, 324, 1, 0, 0], [127, 1274, 0, 0, 0], [29, 444, 0, 0, 0], [13, 234, 0, 0, 0], [7, 163, 0, 0, 0]]",0.04482478993771466,40,val_qwk,100.52054071426392,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/SGD_lr0.001_bs64/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/SGD_lr0.001_bs64
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,256,MMF,RMSprop,0.0001,100,5,0.46225710014947685,0.4369844718139964,0.3139295624342978,0.31205666368220175,0.3060699544691999,0.5629726129833459,0.7014200298953662,1.0479890345048708,0.8695814648729447,0.4250101549251166,0.26470192980807317,0.43317053386426424,0,0,0,0,"[[198, 172, 9, 4, 2], [421, 954, 23, 2, 1], [56, 387, 27, 2, 1], [18, 163, 53, 13, 0], [2, 58, 33, 32, 45]]",0.4924048681478176,26,val_qwk,43.28632736206055,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.0001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.0001_bs256
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,128,MMF,RMSprop,0.0001,100,5,0.4514200298953662,0.419806210488035,0.3115759742471498,0.30543721581468414,0.30163274886635094,0.5613434176289138,0.7249626307922272,1.075963780431849,0.8606128550074739,0.4050086296287364,0.253094481942417,0.4170867118259066,0,0,0,0,"[[210, 159, 10, 3, 3], [439, 916, 39, 6, 1], [72, 367, 27, 6, 1], [20, 155, 59, 12, 1], [5, 59, 38, 25, 43]]",0.47645814745886605,12,val_qwk,36.62070322036743,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.0001_bs128/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.0001_bs128
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,64,MMF,RMSprop,0.0001,100,5,0.5056053811659192,0.4450522035880943,0.32830666316209,0.33395746332072446,0.3250355251339584,0.585848572781602,0.6524663677130045,1.0170445767767369,0.8740657698056801,0.4299192992761133,0.2872225652992133,0.42463890442289953,0,0,0,0,"[[177, 188, 13, 5, 2], [287, 1084, 23, 5, 2], [43, 397, 29, 2, 2], [16, 161, 57, 13, 0], [0, 59, 29, 32, 50]]",0.5174747475959808,12,val_qwk,51.4294011592865,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.0001_bs64/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.0001_bs64
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,256,MMF,RMSprop,0.001,100,5,0.5676382660687593,0.5285992442190526,0.38552330691109815,0.41623636877345077,0.39270377842760407,0.6393507850221332,0.5530642750373692,0.9189908028185984,0.9017189835575485,0.5191425131143819,0.3884984949004485,0.5002965862190522,0,0,0,0,"[[177, 178, 23, 3, 4], [138, 1181, 68, 13, 1], [20, 378, 67, 6, 2], [3, 119, 86, 38, 1], [3, 39, 33, 39, 56]]",0.5838854042165392,16,val_qwk,32.80826997756958,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.001_bs256
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,128,MMF,RMSprop,0.001,100,5,0.5564275037369207,0.49387796614176,0.3777860261875974,0.39042612907643975,0.37772809826858034,0.630024242940274,0.5840807174887892,0.9628759239087087,0.8875186846038864,0.4830849178327542,0.35822631448443143,0.49496566366203393,0,0,0,0,"[[218, 146, 14, 4, 3], [186, 1158, 46, 10, 1], [28, 403, 35, 5, 2], [6, 145, 74, 20, 2], [5, 48, 35, 24, 58]]",0.5625039407000397,7,val_qwk,29.87973141670227,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.001_bs128/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.001_bs128
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,64,MMF,RMSprop,0.001,100,5,0.5852017937219731,0.5523661598084851,0.35285976881914577,0.3816685791109472,0.35636533904028755,0.6431449103983278,0.5414798206278026,0.920412918319418,0.8976083707025411,0.46656628444747406,0.35019241894171926,0.5096506921281416,0,0,0,0,"[[153, 219, 10, 1, 2], [39, 1311, 47, 2, 2], [7, 422, 38, 5, 1], [1, 150, 82, 14, 0], [3, 51, 44, 22, 50]]",0.5532861599895486,19,val_qwk,61.749682664871216,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.001_bs64/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.001_bs64
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,256,MMF,Nadam,0.0001,100,5,0.4857997010463378,0.41527006188204707,0.31205345060164,0.3112197010623652,0.3062651318317442,0.5727061263486707,0.6741405082212257,1.0301871192882313,0.8718236173393124,0.4202405015086269,0.27055470132582904,0.4270461341809385,0,0,0,0,"[[182, 182, 15, 3, 3], [333, 1038, 24, 5, 1], [47, 394, 29, 1, 2], [11, 163, 64, 8, 1], [2, 60, 31, 34, 43]]",0.49061890072555003,38,val_qwk,62.35450887680054,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Nadam_lr0.0001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Nadam_lr0.0001_bs256
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,128,MMF,Nadam,0.0001,100,5,0.46001494768310913,0.4217899938150511,0.31184650127690877,0.311511134312797,0.30508995105550996,0.5638411955448954,0.7092675635276532,1.0584558795851629,0.8650971599402093,0.4174572691278162,0.26175211501150886,0.41118409899902575,0,0,0,0,"[[190, 169, 19, 4, 3], [417, 951, 27, 5, 1], [66, 372, 31, 2, 2], [17, 151, 63, 14, 2], [2, 60, 31, 32, 45]]",0.48731700879865913,24,val_qwk,62.069820165634155,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Nadam_lr0.0001_bs128/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Nadam_lr0.0001_bs128
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,64,MMF,Nadam,0.0001,100,5,0.5594170403587444,0.4948251045765956,0.3335231927752529,0.3549947329598129,0.3356976713574397,0.6205951179837348,0.5754857997010463,0.9482104929884783,0.8901345291479821,0.44608113381690684,0.32411230943383096,0.4633163763325331,0,0,0,0,"[[148, 211, 20, 3, 3], [91, 1250, 51, 8, 1], [14, 412, 43, 2, 2], [2, 148, 81, 16, 0], [2, 51, 40, 37, 40]]",0.5202126918443777,37,val_qwk,114.97449851036072,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Nadam_lr0.0001_bs64/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Nadam_lr0.0001_bs64
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,256,MMF,Nadam,0.001,100,5,0.6023916292974589,0.5514878600078512,0.4066594476575755,0.4441260702159041,0.41618870840166566,0.6682617232198029,0.5104633781763827,0.8845966373225324,0.9073243647234679,0.5505408386608686,0.43056326228464736,0.5272062955923981,0,0,0,0,"[[160, 191, 27, 4, 3], [24, 1260, 93, 19, 5], [4, 355, 94, 16, 4], [0, 114, 86, 31, 16], [5, 29, 34, 35, 67]]",0.6128281159204676,42,val_qwk,67.53599715232849,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Nadam_lr0.001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Nadam_lr0.001_bs256
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,128,MMF,Nadam,0.001,100,5,0.5852017937219731,0.5310316534330549,0.3899809534423373,0.4259248439317149,0.3990857377614972,0.6534114027645743,0.5414798206278026,0.9236552459943671,0.8998505231689088,0.5088925438067631,0.39743797340258724,0.4915622615049516,0,0,0,0,"[[139, 206, 23, 12, 5], [30, 1235, 106, 21, 9], [7, 348, 94, 18, 6], [2, 106, 92, 37, 10], [2, 34, 41, 32, 61]]",0.5921216211528212,27,val_qwk,66.34952998161316,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Nadam_lr0.001_bs128/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Nadam_lr0.001_bs128
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,64,MMF,Nadam,0.001,100,5,0.5971599402092675,0.5703278781286409,0.38190940587559363,0.42233915948255196,0.39106432802374147,0.66058263139319,0.5100896860986547,0.8750400375208977,0.9118086696562033,0.5351411128078402,0.41192058865577974,0.5412812132197432,0,0,0,0,"[[159, 199, 20, 6, 1], [22, 1281, 84, 12, 2], [2, 377, 79, 13, 2], [1, 109, 105, 27, 5], [3, 34, 44, 37, 52]]",0.6050318162199745,30,val_qwk,100.03416514396667,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Nadam_lr0.001_bs64/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Nadam_lr0.001_bs64
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,256,MMF,Adamax,0.0001,100,5,0.4469357249626308,0.4190652563726377,0.30694420923746646,0.2922040243574274,0.2926491448242851,0.554591469569724,0.7339312406576981,1.081851924915765,0.8550074738415545,0.3986972445154614,0.23995808511567518,0.43560516860235016,0,0,0,0,"[[223, 150, 8, 2, 2], [476, 908, 13, 3, 1], [67, 388, 16, 2, 0], [19, 182, 38, 8, 0], [2, 66, 36, 25, 41]]",0.47024010055029475,77,val_qwk,97.87011814117432,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adamax_lr0.0001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adamax_lr0.0001_bs256
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,128,MMF,Adamax,0.0001,100,5,0.45403587443946186,0.40699137180529005,0.2949635214482737,0.28689818717507776,0.285180925698629,0.5532326789158233,0.7122571001494769,1.0542107185771399,0.8654708520179372,0.40918153359334486,0.24547614630773484,0.42756529950544087,0,0,0,0,"[[192, 178, 11, 2, 2], [422, 958, 18, 2, 1], [59, 391, 20, 3, 0], [13, 170, 55, 8, 1], [2, 61, 37, 33, 37]]",0.4769657536173243,44,val_qwk,83.9731092453003,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adamax_lr0.0001_bs128/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adamax_lr0.0001_bs128
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,64,MMF,Adamax,0.0001,100,5,0.4786995515695067,0.4157008245175208,0.29768938107953025,0.28776068157396406,0.28786072102982574,0.5662026361378732,0.6902092675635276,1.048345554003024,0.8650971599402093,0.39340016777980336,0.2486048654121552,0.4238232935019965,0,0,0,0,"[[192, 181, 9, 1, 2], [351, 1029, 18, 2, 1], [53, 395, 23, 2, 0], [17, 171, 53, 6, 0], [2, 64, 39, 34, 31]]",0.46583771546526187,37,val_qwk,101.24785900115967,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adamax_lr0.0001_bs64/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adamax_lr0.0001_bs64
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,256,MMF,Adamax,0.001,100,5,0.4697309417040359,0.4420461373236355,0.32807914844050534,0.33810919125873345,0.3267850088826843,0.5790540805278439,0.672272047832586,1.0076315671845766,0.8856502242152466,0.4651041248244281,0.3049589483003262,0.4518820676718483,0,0,0,0,"[[187, 170, 23, 1, 4], [367, 933, 91, 9, 1], [52, 338, 72, 10, 1], [10, 113, 95, 25, 4], [1, 52, 39, 38, 40]]",0.5187060939175582,7,val_qwk,24.156487941741943,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adamax_lr0.001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adamax_lr0.001_bs256
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,128,MMF,Adamax,0.001,100,5,0.577354260089686,0.5403929876555191,0.3781208998730143,0.4133554655766599,0.38650855993358585,0.6449817646970935,0.5392376681614349,0.9023718952678036,0.9024663677130045,0.5172771769203183,0.38954315032175924,0.5164169348858647,0,0,0,0,"[[166, 197, 17, 3, 2], [76, 1217, 90, 16, 2], [11, 366, 82, 14, 0], [2, 124, 89, 29, 3], [3, 34, 47, 35, 51]]",0.5778531023569502,33,val_qwk,66.31113862991333,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adamax_lr0.001_bs128/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adamax_lr0.001_bs128
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,64,MMF,Adamax,0.001,100,5,0.4727204783258595,0.4256785930394799,0.31668044760380865,0.32154615723439584,0.3131549792620224,0.5709398030623009,0.6804932735426009,1.0227238755209238,0.874439461883408,0.440424332128734,0.2805663584698801,0.42430632554628334,0,0,0,0,"[[184, 177, 18, 4, 2], [348, 983, 63, 5, 2], [55, 373, 39, 5, 1], [11, 149, 71, 14, 2], [3, 47, 39, 36, 45]]",0.509190863861175,6,val_qwk,39.41001558303833,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adamax_lr0.001_bs64/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adamax_lr0.001_bs64
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,256,MMF,Adam,0.0001,100,5,0.5526905829596412,0.5076949121196328,0.3374763632375659,0.36772934890754316,0.34315822362928605,0.6184745085121249,0.5639013452914798,0.9130755858148115,0.9009715994020927,0.48254802296906707,0.3434581961637164,0.46678979385429054,0,0,0,0,"[[91, 257, 32, 3, 2], [65, 1219, 105, 10, 2], [3, 362, 97, 8, 3], [1, 114, 99, 26, 7], [0, 37, 58, 29, 46]]",0.5622638592930774,100,val_qwk,107.4039716720581,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adam_lr0.0001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adam_lr0.0001_bs256
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,128,MMF,Adam,0.0001,100,5,0.5661434977578476,0.5607022890029179,0.37351786029553147,0.4110656942102403,0.38229967383233204,0.6371494133232063,0.5433482810164425,0.8955128133110019,0.9088191330343797,0.5179548856427395,0.38582659267570274,0.4901177092610297,0,0,0,0,"[[86, 260, 26, 9, 4], [25, 1199, 153, 20, 4], [0, 324, 125, 20, 4], [1, 94, 95, 51, 6], [0, 27, 55, 34, 54]]",0.5746353156433897,50,val_qwk,90.23087692260742,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adam_lr0.0001_bs128/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adam_lr0.0001_bs128
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,64,MMF,Adam,0.0001,100,5,0.5639013452914798,0.5641916389966023,0.3578509570618958,0.3910835439186074,0.36421107943327913,0.6289971960896097,0.5568011958146487,0.9161399492310007,0.898729446935725,0.4865038323210865,0.3563615161253455,0.4538286123354731,0,0,0,0,"[[66, 277, 29, 10, 3], [15, 1240, 116, 25, 5], [0, 354, 102, 14, 3], [0, 110, 88, 42, 7], [0, 31, 55, 25, 59]]",0.5579874846459625,27,val_qwk,82.92736983299255,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adam_lr0.0001_bs64/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adam_lr0.0001_bs64
