,precision,recall,f1-score,support
0,0.1118421052631579,0.04415584415584416,0.0633147113594041,385.0
1,0.5126782884310618,0.9236259814418273,0.6593630573248407,1401.0
2,0.0,0.0,0.0,473.0
3,0.0,0.0,0.0,247.0
4,0.0,0.0,0.0,170.0
accuracy,0.4899103139013453,0.4899103139013453,0.4899103139013453,0.4899103139013453
macro avg,0.12490407873884393,0.19355636511953428,0.14453555373684895,2676.0
weighted avg,0.2844998103954534,0.4899103139013453,0.35431382929203004,2676.0
