ordinal,scenario,dataset,dsm_mode_tag,residual,fusion,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
False,4,dataset_16,dsm_density_uncertainty,True,concat,128,FCSNN,Adamax,0.0001,100,1,0.5833333333333334,0.3919308357348703,0.4584269662921348,0.42257897462454685,0.4433818735057595,0.5502539465000835,1153,633,482,408,"[[1153, 633], [482, 408]]",0.42315573770491804,8,val_f1,16.60337209701538,2676,results/scenario_4/FCSNN/dataset_16/dsm_density_uncertainty/residual_True/fusion_concat/Adamax_lr0.0001_bs128/predictions.csv,results/scenario_4/FCSNN/dataset_16/dsm_density_uncertainty/residual_True/fusion_concat/Adamax_lr0.0001_bs128
