,precision,recall,f1-score,support
0,0.73,0.7357222844344905,0.7328499721137757,1786.0
1,0.4611872146118721,0.45393258426966293,0.4575311438278596,890.0
accuracy,0.6420029895366218,0.6420029895366218,0.6420029895366218,0.6420029895366218
macro avg,0.595593607305936,0.5948274343520767,0.5951905579708177,2676.0
weighted avg,0.6405966446205404,0.6420029895366218,0.6412827982817632,2676.0
