scenario,model,dataset,dsm_mode_tag,variant_tag,residual,fusion,epochs,num_classes,dsm_post_concat_with_rgb,use_four_stream,optimizer,learning_rate,batch_size,selected_metric,macro_f1,result_dir,ordinal,accuracy,precision,recall,macro_f2,mcc,mae,qwk,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv
5,FCSNN,dataset_16,dsm_density,,True,concat,100,5,,,Adamax,0.001,256,macro_f1,0.1849039347914543,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/Adamax_lr0.001_bs256,True,0.3650971599402092,0.3713417931636315,0.2513305733627547,0.2088986354351024,0.5296684748245282,0.93796711509716,0.2007725295310637,0,0,0,0,"[[278, 103, 4, 0, 0], [698, 687, 14, 2, 0], [196, 269, 7, 1, 0], [81, 158, 8, 0, 0], [25, 93, 28, 19, 5]]",0.229468591071543,35,val_f1,27.715651512146,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/Adamax_lr0.001_bs256/predictions.csv
5,FCSNN,dataset_16,dsm_density,,True,concat,100,5,,,Adamax,0.001,64,macro_f1,0.2159774210815444,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/Adamax_lr0.001_bs64,True,0.3520179372197309,0.3655898798185545,0.2679852972602908,0.2279493009948954,0.5293298093503097,0.9402092675635276,0.2485282017449575,0,0,0,0,"[[283, 96, 6, 0, 0], [754, 629, 15, 2, 1], [194, 272, 4, 3, 0], [89, 150, 4, 3, 1], [22, 77, 30, 18, 23]]",0.2580498325209995,35,val_f1,52.81005454063416,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/Adamax_lr0.001_bs64/predictions.csv
5,FCSNN,dataset_16,dsm_density,,True,concat,100,5,,,Nadam,0.0001,128,macro_f1,0.1834937456833825,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/Nadam_lr0.0001_bs128,True,0.3647234678624813,0.1915470058455968,0.2598318369046918,0.2101756727263673,0.5435839035121521,0.992152466367713,0.0872690553281687,0,0,0,0,"[[305, 77, 3, 0, 0], [691, 651, 58, 1, 0], [213, 240, 20, 0, 0], [98, 132, 17, 0, 0], [79, 82, 9, 0, 0]]",0.1880813268711103,3,val_f1,16.403132677078247,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/Nadam_lr0.0001_bs128/predictions.csv
5,FCSNN,dataset_16,dsm_density,,True,concat,100,5,,,Nadam,0.0001,256,macro_f1,0.1851291586431525,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/Nadam_lr0.0001_bs256,True,0.375186846038864,0.1954602286258633,0.2627086705768046,0.2131544058699256,0.5466525790758288,0.976083707025411,0.0960307650888442,0,0,0,0,"[[305, 76, 4, 0, 0], [681, 683, 37, 0, 0], [204, 253, 16, 0, 0], [93, 143, 11, 0, 0], [77, 80, 12, 1, 0]]",0.1908960956856616,6,val_f1,14.742661714553831,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/Nadam_lr0.0001_bs256/predictions.csv
5,FCSNN,dataset_16,dsm_density,,True,concat,100,5,,,Nadam,0.0001,64,macro_f1,0.2092202351324775,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/Nadam_lr0.0001_bs64,True,0.3254857997010463,0.3568648482376255,0.270271671034794,0.2201855922175047,0.5354095536940741,1.007473841554559,0.2158963646506889,0,0,0,0,"[[313, 63, 7, 2, 0], [852, 520, 14, 9, 6], [243, 216, 13, 1, 0], [103, 134, 5, 4, 1], [44, 58, 28, 19, 21]]",0.2536995387741393,97,val_f1,134.6167380809784,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/Nadam_lr0.0001_bs64/predictions.csv
5,FCSNN,dataset_16,dsm_density,,True,concat,100,5,,,Nadam,0.001,128,macro_f1,0.1853581577856211,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/Nadam_lr0.001_bs128,True,0.4499252615844544,0.154357661645747,0.2396877925785848,0.213331448163727,0.5420846804504794,0.8733183856502242,0.0125661878805488,0,0,0,0,"[[180, 205, 0, 0, 0], [377, 1024, 0, 0, 0], [135, 338, 0, 0, 0], [74, 173, 0, 0, 0], [69, 101, 0, 0, 0]]",0.1855838364042295,1,val_f1,14.896406650543211,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/Nadam_lr0.001_bs128/predictions.csv
5,FCSNN,dataset_16,dsm_density,,True,concat,100,5,,,Nadam,0.001,256,macro_f1,0.1878694972782635,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/Nadam_lr0.001_bs256,True,0.4088191330343796,0.1638130098843637,0.2789866236547179,0.2238265735927901,0.5658890578039382,0.954035874439462,0.0802361001512652,0,0,0,0,"[[326, 59, 0, 0, 0], [632, 768, 1, 0, 0], [206, 267, 0, 0, 0], [100, 147, 0, 0, 0], [78, 92, 0, 0, 0]]",0.1837089926512627,3,val_f1,12.339638948440552,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/Nadam_lr0.001_bs256/predictions.csv
5,FCSNN,dataset_16,dsm_density,,True,concat,100,5,,,Nadam,0.001,64,macro_f1,0.2639297676076851,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/Nadam_lr0.001_bs64,True,0.4585201793721973,0.3798379526555046,0.3039471122860054,0.2788166356056635,0.5616335947490112,0.7608370702541106,0.3236116687785605,0,0,0,0,"[[262, 118, 5, 0, 0], [457, 933, 10, 0, 1], [82, 386, 3, 1, 1], [33, 207, 4, 2, 1], [6, 88, 30, 19, 27]]",0.3040174160307479,50,val_f1,84.66069483757019,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/Nadam_lr0.001_bs64/predictions.csv
5,FCSNN,dataset_16,dsm_density,,True,concat,100,5,,,RMSprop,0.0001,128,macro_f1,0.1805006655216188,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/RMSprop_lr0.0001_bs128,True,0.359118086696562,0.1879400838722094,0.2562802554416518,0.2067440612976203,0.541014657626032,1.0044843049327354,0.0661362611236572,0,0,0,0,"[[302, 78, 5, 0, 0], [696, 640, 65, 0, 0], [202, 251, 19, 1, 0], [104, 131, 12, 0, 0], [97, 64, 8, 1, 0]]",0.1917002553650932,3,val_f1,12.734671592712402,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/RMSprop_lr0.0001_bs128/predictions.csv
5,FCSNN,dataset_16,dsm_density,,True,concat,100,5,,,RMSprop,0.0001,256,macro_f1,0.1650833176218653,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/RMSprop_lr0.0001_bs256,True,0.3467862481315396,0.1867619480809887,0.2488750689577342,0.1935066316466779,0.5384330378399269,1.0440956651718984,0.0540779020663888,0,0,0,0,"[[306, 76, 3, 0, 0], [771, 618, 12, 0, 0], [247, 222, 4, 0, 0], [116, 131, 0, 0, 0], [96, 71, 3, 0, 0]]",0.1687050662955136,5,val_f1,11.380474090576172,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/RMSprop_lr0.0001_bs256/predictions.csv
5,FCSNN,dataset_16,dsm_density,,True,concat,100,5,,,RMSprop,0.0001,64,macro_f1,0.2087657887576156,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/RMSprop_lr0.0001_bs64,True,0.3310911808669656,0.3539852339787723,0.2695821457864287,0.2207379719278198,0.5353086665379121,0.9940209267563528,0.223811567253135,0,0,0,0,"[[310, 68, 5, 2, 0], [830, 540, 19, 7, 5], [240, 218, 13, 2, 0], [99, 138, 6, 3, 1], [37, 65, 27, 21, 20]]",0.2555972619904079,26,val_f1,42.35043287277222,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/RMSprop_lr0.0001_bs64/predictions.csv
5,FCSNN,dataset_16,dsm_density,,True,concat,100,5,,,RMSprop,0.001,128,macro_f1,0.325845588518803,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/RMSprop_lr0.001_bs128,True,0.5721225710014948,0.4677810221355446,0.3296195319330137,0.3219594328138107,0.6286658359405302,0.6050074738415545,0.3493401663174121,0,0,0,0,"[[201, 179, 5, 0, 0], [99, 1286, 12, 3, 1], [11, 447, 12, 1, 2], [4, 232, 6, 3, 2], [6, 81, 31, 23, 29]]",0.3583759443786786,60,val_f1,51.1004114151001,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/RMSprop_lr0.001_bs128/predictions.csv
5,FCSNN,dataset_16,dsm_density,,True,concat,100,5,,,RMSprop,0.001,256,macro_f1,0.2983275419859838,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/RMSprop_lr0.001_bs256,True,0.4981315396113602,0.4053695345326367,0.3143378363730426,0.3019654524423985,0.5800024194940211,0.7096412556053812,0.3327147321334005,0,0,0,0,"[[213, 153, 15, 3, 1], [299, 1066, 31, 3, 2], [76, 382, 14, 0, 1], [21, 213, 7, 4, 2], [5, 75, 28, 26, 36]]",0.318016183592584,49,val_f1,31.53736901283264,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/RMSprop_lr0.001_bs256/predictions.csv
5,FCSNN,dataset_16,dsm_density,,True,concat,100,5,,,RMSprop,0.001,64,macro_f1,0.2900414069300808,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/RMSprop_lr0.001_bs64,True,0.5186846038863976,0.3992652596798533,0.2968611359551859,0.2889713275293517,0.5769580264044494,0.6689088191330343,0.3257567353327376,0,0,0,0,"[[158, 215, 9, 2, 1], [190, 1183, 25, 2, 1], [34, 424, 11, 1, 3], [9, 228, 4, 3, 3], [2, 81, 31, 23, 33]]",0.3316069216011034,20,val_f1,36.25749349594116,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/RMSprop_lr0.001_bs64/predictions.csv
5,FCSNN,dataset_16,dsm_density,,True,concat,100,5,,,SGD,0.0001,128,macro_f1,0.1768797736459673,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/SGD_lr0.0001_bs128,True,0.3325859491778774,0.1920407433124358,0.2278293606339232,0.1949807435823913,0.5129464553279103,1.0100896860986548,0.0650591378659625,0,0,0,0,"[[236, 139, 10, 0, 0], [644, 613, 135, 9, 0], [187, 244, 40, 2, 0], [96, 126, 24, 1, 0], [73, 77, 20, 0, 0]]",0.1851476519868475,34,val_f1,33.660422563552856,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/SGD_lr0.0001_bs128/predictions.csv
5,FCSNN,dataset_16,dsm_density,,True,concat,100,5,,,SGD,0.0001,256,macro_f1,0.1713284087444797,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/SGD_lr0.0001_bs256,True,0.3236173393124066,0.1887465828566448,0.2118848108000462,0.1859570937368569,0.5018077135541821,1.0205530642750371,0.0484104875478627,0,0,0,0,"[[201, 159, 23, 2, 0], [619, 623, 149, 10, 0], [191, 239, 40, 3, 0], [90, 131, 24, 2, 0], [67, 79, 23, 1, 0]]",0.177791783820252,30,val_f1,23.83197021484375,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/SGD_lr0.0001_bs256/predictions.csv
5,FCSNN,dataset_16,dsm_density,,True,concat,100,5,,,SGD,0.0001,64,macro_f1,0.1795132293414383,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/SGD_lr0.0001_bs64,True,0.3426756352765321,0.1788418080120132,0.2342238867650949,0.1995958728636025,0.5181779214989093,0.9940209267563528,0.0735299472920061,0,0,0,0,"[[246, 130, 9, 0, 0], [639, 633, 124, 5, 0], [178, 254, 38, 3, 0], [91, 129, 27, 0, 0], [74, 80, 16, 0, 0]]",0.1894800923226253,30,val_f1,46.49068284034729,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/SGD_lr0.0001_bs64/predictions.csv
5,FCSNN,dataset_16,dsm_density,,True,concat,100,5,,,SGD,0.001,128,macro_f1,0.1878996534607969,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/SGD_lr0.001_bs128,True,0.3538863976083707,0.1831815355240142,0.2398970662324081,0.2083511840706645,0.5177330824766586,0.9555306427503736,0.1060379202709971,0,0,0,0,"[[243, 136, 6, 0, 0], [602, 657, 137, 5, 0], [148, 276, 47, 2, 0], [71, 146, 30, 0, 0], [60, 91, 19, 0, 0]]",0.2023603515300513,8,val_f1,15.378827571868896,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/SGD_lr0.001_bs128/predictions.csv
5,FCSNN,dataset_16,dsm_density,,True,concat,100,5,,,SGD,0.001,256,macro_f1,0.178173053433027,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/SGD_lr0.001_bs256,True,0.3374439461883408,0.1812439103495612,0.2367460184521087,0.1984787348907946,0.521220744076093,1.007847533632287,0.0761888540936838,0,0,0,0,"[[258, 121, 6, 0, 0], [676, 607, 117, 1, 0], [201, 232, 38, 2, 0], [93, 128, 26, 0, 0], [78, 76, 16, 0, 0]]",0.1863953776823928,11,val_f1,13.429941177368164,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/SGD_lr0.001_bs256/predictions.csv
5,FCSNN,dataset_16,dsm_density,,True,concat,100,5,,,SGD,0.001,64,macro_f1,0.1970780172961547,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/SGD_lr0.001_bs64,True,0.3688340807174888,0.212345012876269,0.2510750165930894,0.2180091002603645,0.5312336221866452,0.945440956651719,0.0994487673576254,0,0,0,0,"[[255, 126, 4, 0, 0], [575, 683, 138, 5, 0], [152, 270, 48, 3, 0], [80, 130, 36, 1, 0], [68, 84, 18, 0, 0]]",0.2040735537190083,4,val_f1,18.55290913581848,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/SGD_lr0.001_bs64/predictions.csv
5,FCSNN,dataset_16,dsm_density_uncertainty,,True,concat,100,5,,,Adam,0.0001,128,macro_f1,0.1779787524936575,results/scenario_5/FCSNN/dataset_16/dsm_density_uncertainty/residual_True/fusion_concat/Adam_lr0.0001_bs128,True,0.3531390134529148,0.3762191414440847,0.2588170580399699,0.2057973091271544,0.536520262587496,0.9917787742899852,0.1196312560378538,0,0,0,0,"[[316, 65, 4, 0, 0], [740, 617, 42, 2, 0], [201, 262, 10, 0, 0], [89, 148, 10, 0, 0], [77, 74, 11, 6, 2]]",0.1842178695542995,10,val_f1,15.943623781204224,2676,results/scenario_5/FCSNN/dataset_16/dsm_density_uncertainty/residual_True/fusion_concat/Adam_lr0.0001_bs128/predictions.csv
5,FCSNN,dataset_16,dsm_density_uncertainty,,True,concat,100,5,,,Adam,0.0001,256,macro_f1,0.1825902073795737,results/scenario_5/FCSNN/dataset_16/dsm_density_uncertainty/residual_True/fusion_concat/Adam_lr0.0001_bs256,True,0.3647234678624813,0.1881312424606142,0.2498436828679346,0.2071341216514302,0.5347094612802364,0.977204783258595,0.0912137136923171,0,0,0,0,"[[277, 104, 4, 0, 0], [667, 677, 54, 3, 0], [193, 258, 22, 0, 0], [83, 145, 19, 0, 0], [82, 70, 18, 0, 0]]",0.1868135612611597,6,val_f1,13.020479440689089,2676,results/scenario_5/FCSNN/dataset_16/dsm_density_uncertainty/residual_True/fusion_concat/Adam_lr0.0001_bs256/predictions.csv
5,FCSNN,dataset_16,dsm_density_uncertainty,,True,concat,100,5,,,Adam,0.0001,64,macro_f1,0.199418440461561,results/scenario_5/FCSNN/dataset_16/dsm_density_uncertainty/residual_True/fusion_concat/Adam_lr0.0001_bs64,True,0.3677130044843049,0.3517765709770485,0.2544950856346361,0.2173926538498257,0.5296281384633863,0.9248878923766816,0.2116391914407603,0,0,0,0,"[[265, 112, 7, 1, 0], [677, 698, 21, 3, 2], [179, 284, 9, 1, 0], [69, 169, 7, 2, 0], [39, 64, 36, 21, 10]]",0.233426486216622,35,val_f1,54.59659862518311,2676,results/scenario_5/FCSNN/dataset_16/dsm_density_uncertainty/residual_True/fusion_concat/Adam_lr0.0001_bs64/predictions.csv
5,FCSNN,dataset_16,dsm_density_uncertainty,,True,concat,100,5,,,Adam,0.001,128,macro_f1,0.1771326937260565,results/scenario_5/FCSNN/dataset_16/dsm_density_uncertainty/residual_True/fusion_concat/Adam_lr0.001_bs128,True,0.3860239162929746,0.1604800396834943,0.2543594459754014,0.2086366331440741,0.5397649882645393,0.9581464872944694,0.0938004115713035,0,0,0,0,"[[283, 102, 0, 0, 0], [634, 749, 18, 0, 0], [192, 280, 1, 0, 0], [98, 149, 0, 0, 0], [59, 99, 9, 3, 0]]",0.1804185243212192,2,val_f1,13.133245706558228,2676,results/scenario_5/FCSNN/dataset_16/dsm_density_uncertainty/residual_True/fusion_concat/Adam_lr0.001_bs128/predictions.csv
5,FCSNN,dataset_16,dsm_density_uncertainty,,True,concat,100,5,,,Adam,0.001,256,macro_f1,0.1887468459664834,results/scenario_5/FCSNN/dataset_16/dsm_density_uncertainty/residual_True/fusion_concat/Adam_lr0.001_bs256,True,0.4245142002989536,0.1589538038731615,0.2616253696339349,0.2218757073834084,0.5497136110802423,0.9024663677130044,0.0864751046745269,0,0,0,0,"[[264, 121, 0, 0, 0], [527, 872, 2, 0, 0], [158, 315, 0, 0, 0], [76, 171, 0, 0, 0], [62, 101, 6, 1, 0]]",0.189322867254384,3,val_f1,10.59781527519226,2676,results/scenario_5/FCSNN/dataset_16/dsm_density_uncertainty/residual_True/fusion_concat/Adam_lr0.001_bs256/predictions.csv
5,FCSNN,dataset_16,dsm_density_uncertainty,,True,concat,100,5,,,Adam,0.001,64,macro_f1,0.281738855092048,results/scenario_5/FCSNN/dataset_16/dsm_density_uncertainty/residual_True/fusion_concat/Adam_lr0.001_bs64,True,0.4880418535127055,0.4075134573455076,0.3059712727249976,0.2895627325588591,0.5723755115615305,0.7238415545590433,0.3198827218546617,0,0,0,0,"[[220, 158, 6, 1, 0], [345, 1044, 10, 2, 0], [78, 386, 8, 0, 1], [29, 208, 7, 2, 1], [6, 85, 24, 23, 32]]",0.3064085299645212,40,val_f1,59.51411128044128,2676,results/scenario_5/FCSNN/dataset_16/dsm_density_uncertainty/residual_True/fusion_concat/Adam_lr0.001_bs64/predictions.csv
5,FCSNN,dataset_16,dsm_density_uncertainty,,True,concat,100,5,,,Adamax,0.0001,128,macro_f1,0.199614753886799,results/scenario_5/FCSNN/dataset_16/dsm_density_uncertainty/residual_True/fusion_concat/Adamax_lr0.0001_bs128,True,0.3613602391629297,0.2201444899078024,0.2398263235588908,0.2147707166938322,0.5265100249357921,0.954035874439462,0.0903309537117227,0,0,0,0,"[[217, 141, 26, 1, 0], [556, 684, 146, 15, 0], [155, 252, 62, 4, 0], [71, 126, 46, 4, 0], [69, 71, 29, 1, 0]]",0.1921859953501241,6,val_f1,15.48985481262207,2676,results/scenario_5/FCSNN/dataset_16/dsm_density_uncertainty/residual_True/fusion_concat/Adamax_lr0.0001_bs128/predictions.csv
5,FCSNN,dataset_16,dsm_density_uncertainty,,True,concat,100,5,,,Adamax,0.0001,256,macro_f1,0.1912260310169775,results/scenario_5/FCSNN/dataset_16/dsm_density_uncertainty/residual_True/fusion_concat/Adamax_lr0.0001_bs256,True,0.3441704035874439,0.2209943038178135,0.2316659014071336,0.2058816595342918,0.5175117153135426,0.9783258594917787,0.0789296242609814,0,0,0,0,"[[215, 140, 30, 0, 0], [592, 643, 153, 12, 1], [160, 250, 59, 4, 0], [75, 121, 47, 4, 0], [70, 78, 22, 0, 0]]",0.1974208105918718,8,val_f1,13.847861766815186,2676,results/scenario_5/FCSNN/dataset_16/dsm_density_uncertainty/residual_True/fusion_concat/Adamax_lr0.0001_bs256/predictions.csv
