scenario,model,dataset,dsm_mode_tag,variant_tag,residual,fusion,epochs,num_classes,dsm_post_concat_with_rgb,use_four_stream,optimizer,learning_rate,batch_size,selected_metric,macro_f1,result_dir,ordinal,accuracy,precision,recall,macro_f2,mcc,mae,qwk,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv
5,MMF,dataset_16,dsm_density,3stream_concat,True,mcmaf,100,5,True,False,Adam,0.001,64,macro_f1,0.5309855953052611,results/scenario_5/MMF/dataset_16/dsm_density/3stream_concat/residual_True/fusion_mcmaf/Adam_lr0.001_bs64,True,0.5975336322869955,0.6138512320755122,0.4946226411987632,0.5048167636509147,0.6912337940548323,0.4891629297458894,0.6172362692421824,0,0,0,0,"[[193, 155, 31, 4, 2], [32, 1020, 327, 13, 9], [1, 201, 236, 30, 5], [1, 48, 112, 75, 11], [5, 30, 25, 35, 75]]",0.5505803884654524,46,val_f1,101.31341242790222,2676,results/scenario_5/MMF/dataset_16/dsm_density/3stream_concat/residual_True/fusion_mcmaf/Adam_lr0.001_bs64/predictions.csv
