ordinal,scenario,dataset,dsm_mode_tag,variant_tag,dsm_post_concat_with_rgb,use_four_stream,residual,fusion,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,mae,qwk,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,128,MMF,RMSprop,0.0001,100,5,0.4514200298953662,0.419806210488035,0.3115759742471498,0.30543721581468414,0.30163274886635094,0.5613434176289138,0.7249626307922272,0.4050086296287364,0,0,0,0,"[[210, 159, 10, 3, 3], [439, 916, 39, 6, 1], [72, 367, 27, 6, 1], [20, 155, 59, 12, 1], [5, 59, 38, 25, 43]]",0.34195153378351795,12,val_f1,37.09916830062866,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.0001_bs128/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.0001_bs128
