ordinal,scenario,dataset,dsm_mode_tag,variant_tag,dsm_post_concat_with_rgb,use_four_stream,residual,fusion,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_metric,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
False,4,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,128,MMF,Adam,0.001,100,1,0.7320627802690582,0.580018501387604,0.7044943820224719,0.6362252663622525,0.6755009696186168,0.7161771171235983,1332,454,263,627,"[[1332, 454], [263, 627]]",0.6632860040567952,44,val_f1,83.29200601577759,2676,results/scenario_4/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adam_lr0.001_bs128/predictions.csv,results/scenario_4/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Adam_lr0.001_bs128
