ordinal,scenario,dataset,dsm_mode_tag,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
False,4,dataset_16,dsm_uncertainty,128,FUJITA,Adamax,0.0001,100,1,0.6879671150971599,0.5289778714436248,0.5640449438202247,0.5459488852637302,0.5566644488800179,0.6545008742534063,1339,447,388,502,"[[1339, 447], [388, 502]]",0.5867261572783045,26,val_f1,11.85723352432251,2676,results/scenario_4/FUJITA/dataset_16/dsm_uncertainty/Adamax_lr0.0001_bs128/predictions.csv,results/scenario_4/FUJITA/dataset_16/dsm_uncertainty/Adamax_lr0.0001_bs128
