,precision,recall,f1-score,support
0,0.6666666666666666,0.005194805194805195,0.010309278350515464,385.0
1,0.5237560793116348,0.9992862241256245,0.6872852233676976,1401.0
2,0.0,0.0,0.0,473.0
3,0.0,0.0,0.0,247.0
4,0.0,0.0,0.0,170.0
accuracy,0.523916292974589,0.523916292974589,0.523916292974589,0.523916292974589
macro avg,0.2380845491956603,0.2008962058640859,0.13951890034364262,2676.0
weighted avg,0.37012291994853025,0.523916292974589,0.3613063042238762,2676.0
