ordinal,scenario,dataset,dsm_mode_tag,residual,fusion,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
False,4,dataset_16,dsm_only,True,concat,256,FCSNN,RMSprop,0.0001,100,1,0.6035127055306427,0.38461538461538464,0.3202247191011236,0.3494788473329246,0.3313182980702162,0.5341694600133003,1330,456,605,285,"[[1330, 456], [605, 285]]",0.41823708206686927,6,val_f1,11.480218172073364,2676,results/scenario_4/FCSNN/dataset_16/dsm_only/residual_True/fusion_concat/RMSprop_lr0.0001_bs256/predictions.csv,results/scenario_4/FCSNN/dataset_16/dsm_only/residual_True/fusion_concat/RMSprop_lr0.0001_bs256
