,precision,recall,f1-score,support
0,0.15666406858924395,0.522077922077922,0.2410071942446043,385.0
1,0.5570710696338838,0.5538900785153462,0.5554760200429493,1401.0
2,0.0,0.0,0.0,473.0
3,0.0,0.0,0.0,247.0
4,0.0,0.0,0.0,170.0
accuracy,0.36509715994020925,0.36509715994020925,0.36509715994020925,0.36509715994020925
macro avg,0.14274702764462555,0.21519360011865363,0.15929664285751072,2676.0
weighted avg,0.314189923379645,0.36509715994020925,0.3254894147475129,2676.0
