ordinal,scenario,dataset,dsm_mode_tag,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
False,4,dataset_16,dsm_only,64,FUJITA,Adamax,0.0001,100,1,0.7040358744394619,0.5765625,0.41460674157303373,0.4823529411764706,0.4392857142857143,0.6451675576749698,1515,271,521,369,"[[1515, 271], [521, 369]]",0.5131233595800524,30,val_f1,16.768049716949463,2676,results/scenario_4/FUJITA/dataset_16/dsm_only/Adamax_lr0.0001_bs64/predictions.csv,results/scenario_4/FUJITA/dataset_16/dsm_only/Adamax_lr0.0001_bs64
