,precision,recall,f1-score,support
0,0.7116953762466002,0.8790593505039194,0.7865731462925851,1786.0
1,0.5404255319148936,0.2853932584269663,0.3735294117647059,890.0
accuracy,0.6816143497757847,0.6816143497757847,0.6816143497757847,0.6816143497757847
macro avg,0.6260604540807468,0.5822263044654428,0.5800512790286455,2676.0
weighted avg,0.6547334325039922,0.6816143497757847,0.6492006037926552,2676.0
