,precision,recall,f1-score,support
0,0.7904261529480444,0.7581187010078387,0.7739354101171764,1786.0
1,0.5514018691588785,0.596629213483146,0.5731246627091203,890.0
accuracy,0.7044095665171899,0.7044095665171899,0.7044095665171899,0.7044095665171899
macro avg,0.6709140110534615,0.6773739572454924,0.6735300364131483,2676.0
weighted avg,0.7109300346474624,0.7044095665171899,0.7071485770853491,2676.0
