,precision,recall,f1-score,support
0,0.6051587301587301,0.7922077922077922,0.6861642294713161,385.0
1,0.6756960120391272,0.6409707351891506,0.6578754578754579,1401.0
2,0.2669902912621359,0.3488372093023256,0.302474793767186,473.0
3,0.2426470588235294,0.13360323886639677,0.17232375979112274,247.0
4,0.7752808988764045,0.40588235294117647,0.5328185328185329,170.0
accuracy,0.5493273542600897,0.5493273542600897,0.5493273542600897,0.5493273542600897
macro avg,0.5131545982319854,0.46430026570136834,0.4703313547447231,2676.0
weighted avg,0.5596615127366663,0.5493273542600897,0.5463641410797496,2676.0
