ordinal,scenario,dataset,dsm_mode_tag,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
False,4,dataset_16,dsm_only,128,FUJITA,RMSprop,0.0001,100,1,0.6909566517189836,0.5359179019384265,0.5280898876404494,0.5319750990379174,0.5296371422132071,0.6506642553303792,1379,407,420,470,"[[1379, 407], [420, 470]]",0.5526468877254218,26,val_f1,10.16834044456482,2676,results/scenario_4/FUJITA/dataset_16/dsm_only/RMSprop_lr0.0001_bs128/predictions.csv,results/scenario_4/FUJITA/dataset_16/dsm_only/RMSprop_lr0.0001_bs128
