ordinal,scenario,dataset,dsm_mode_tag,variant_tag,dsm_post_concat_with_rgb,use_four_stream,residual,fusion,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,mae,rmse,off_by_one_accuracy,qwk,linear_kappa,spearman,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_metric,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
True,5,dataset_16,dsm_only,3stream_concat,True,False,True,mcmaf,256,MMF,SGD,0.001,100,5,0.4794469357249626,0.12334185263682831,0.19144284694605893,0.14520940218810216,0.16880484109830746,0.47631913986286784,0.7571001494768311,1.169812116811824,0.8310911808669657,0.024444263924461973,-0.00788524602354257,0.04764745947391613,0,0,0,0,"[[22, 363, 0, 0, 0], [140, 1261, 0, 0, 0], [35, 438, 0, 0, 0], [7, 240, 0, 0, 0], [4, 166, 0, 0, 0]]",0.029965668145758628,2,val_qwk,18.031303644180298,2676,results/scenario_5/MMF/dataset_16/dsm_only/3stream_concat/residual_True/fusion_mcmaf/SGD_lr0.001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/3stream_concat/residual_True/fusion_mcmaf/SGD_lr0.001_bs256
