ordinal,scenario,dataset,dsm_mode_tag,variant_tag,dsm_post_concat_with_rgb,use_four_stream,residual,fusion,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,mae,qwk,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
True,5,dataset_16,dsm_uncertainty,4stream,True,True,True,mcmaf,256,MMF,Nadam,0.001,100,5,0.6139760837070254,0.6041024749189171,0.415343612136175,0.45876516202305506,0.42621366753442536,0.6775809052730772,0.49813153961136025,0.5400556992996177,0,0,0,0,"[[196, 170, 15, 1, 3], [28, 1268, 95, 9, 1], [4, 369, 89, 9, 2], [0, 118, 94, 30, 5], [6, 38, 45, 21, 60]]",0.4857011553801499,34,val_f1,57.69333505630493,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Nadam_lr0.001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/4stream/residual_True/fusion_mcmaf/Nadam_lr0.001_bs256
