,precision,recall,f1-score,support
0,0.8300124533001245,0.7463605823068309,0.7859669811320754,1786.0
1,0.5766355140186916,0.6932584269662921,0.6295918367346939,890.0
accuracy,0.7286995515695067,0.7286995515695067,0.7286995515695067,0.7286995515695067
macro avg,0.7033239836594081,0.7198095046365616,0.7077794089333846,2676.0
weighted avg,0.7457428434494238,0.7286995515695067,0.7339588053048447,2676.0
