ordinal,scenario,dataset,dsm_mode_tag,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,mae,qwk,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
True,5,dataset_16,dsm_density,128,FUJITA,Adamax,0.0001,100,5,0.5373692077727952,0.5113425848967939,0.44758423656103535,0.45523830517679453,0.44695425621490736,0.6532038954242095,0.5908071748878924,0.5228526779916871,0,0,0,0,"[[296, 68, 14, 4, 3], [146, 879, 339, 32, 5], [13, 256, 176, 24, 4], [10, 97, 113, 23, 4], [14, 24, 46, 22, 64]]",0.49060477175604544,50,val_f1,17.81676983833313,2676,results/scenario_5/FUJITA/dataset_16/dsm_density/Adamax_lr0.0001_bs128/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_density/Adamax_lr0.0001_bs128
