,precision,recall,f1-score,support
0,0.6634933774834437,0.8975363941769317,0.7629700142789149,1786.0
1,0.29615384615384616,0.08651685393258426,0.13391304347826086,890.0
accuracy,0.6278026905829597,0.6278026905829597,0.6278026905829597,0.6278026905829597
macro avg,0.47982361181864497,0.49202662405475794,0.44844152887858785,2676.0
weighted avg,0.5413214107856329,0.6278026905829597,0.553754504558219,2676.0
