ordinal,scenario,dataset,dsm_mode_tag,variant_tag,dsm_post_concat_with_rgb,use_four_stream,residual,fusion,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,mae,rmse,off_by_one_accuracy,qwk,linear_kappa,spearman,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_metric,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
True,5,dataset_16,dsm_uncertainty,3stream_concat,True,False,True,mcmaf,256,MMF,RMSprop,0.001,100,5,0.5971599402092675,0.5520705238224566,0.4354259539507274,0.47077250379107694,0.4459753375740971,0.670809324154203,0.5059790732436472,0.8688256424683053,0.9155455904334828,0.5807357739997729,0.45475640355415425,0.5496115621321039,0,0,0,0,"[[185, 169, 24, 5, 2], [54, 1177, 144, 20, 6], [5, 319, 127, 19, 3], [1, 95, 110, 29, 12], [5, 24, 36, 25, 80]]",0.6348147395064628,34,val_qwk,39.496325969696045,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/3stream_concat/residual_True/fusion_mcmaf/RMSprop_lr0.001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/3stream_concat/residual_True/fusion_mcmaf/RMSprop_lr0.001_bs256
