ordinal,scenario,dataset,dsm_mode_tag,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
False,4,dataset_16,dsm_density,128,FUJITA,Nadam,0.0001,100,1,0.7073991031390134,0.5710491367861886,0.48314606741573035,0.5234327449786975,0.4984929283561326,0.6583614879954085,1463,323,460,430,"[[1463, 323], [460, 430]]",0.5680981595092025,12,val_f1,9.480984210968018,2676,results/scenario_4/FUJITA/dataset_16/dsm_density/Nadam_lr0.0001_bs128/predictions.csv,results/scenario_4/FUJITA/dataset_16/dsm_density/Nadam_lr0.0001_bs128
