,precision,recall,f1-score,support
0,0.8414481897627965,0.7547592385218365,0.7957497048406139,1786.0
1,0.5921787709497207,0.7146067415730337,0.6476578411405295,890.0
accuracy,0.7414050822122571,0.7414050822122571,0.7414050822122571,0.7414050822122571
macro avg,0.7168134803562586,0.7346829900474351,0.7217037729905718,2676.0
weighted avg,0.7585446835058318,0.7414050822122571,0.7464964317864005,2676.0
