,precision,recall,f1-score,support
0,0.2552552552552553,0.22077922077922077,0.2367688022284123,385.0
1,0.5395130286202477,0.9014989293361885,0.675040085515767,1401.0
2,0.0,0.0,0.0,473.0
3,0.0,0.0,0.0,247.0
4,0.0,0.0,0.0,170.0
accuracy,0.5037369207772795,0.5037369207772795,0.5037369207772795,0.5037369207772795
macro avg,0.1589536567751006,0.22445563002308186,0.18236177754883584,2676.0
weighted avg,0.31918199789620344,0.5037369207772795,0.38747651295423324,2676.0
