ordinal,scenario,dataset,dsm_mode_tag,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,mae,rmse,off_by_one_accuracy,qwk,linear_kappa,spearman,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_metric,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
True,5,dataset_16,dsm_uncertainty,256,FUJITA,SGD,0.001,100,5,0.5093423019431988,0.15378693576651156,0.20663051438212038,0.15974162507594558,0.18247456008228943,0.5085820938513483,0.7204783258594918,1.148860486976172,0.8385650224215246,0.02217510161415659,0.013605603449924009,0.07249577336974512,0,0,0,0,"[[32, 353, 0, 0, 0], [70, 1331, 0, 0, 0], [15, 458, 0, 0, 0], [9, 238, 0, 0, 0], [4, 166, 0, 0, 0]]",0.035934750317720754,1,val_qwk,3.288609266281128,2676,results/scenario_5/FUJITA/dataset_16/dsm_uncertainty/SGD_lr0.001_bs256/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_uncertainty/SGD_lr0.001_bs256
