ordinal,scenario,dataset,dsm_mode_tag,residual,fusion,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,mae,qwk,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
True,5,dataset_16,dsm_density,True,concat,64,FCSNN,SGD,0.001,100,5,0.3688340807174888,0.21234501287626908,0.25107501659308945,0.1970780172961547,0.21800910026036452,0.5312336221866452,0.945440956651719,0.09944876735762542,0,0,0,0,"[[255, 126, 4, 0, 0], [575, 683, 138, 5, 0], [152, 270, 48, 3, 0], [80, 130, 36, 1, 0], [68, 84, 18, 0, 0]]",0.2040735537190083,4,val_f1,18.55290913581848,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/SGD_lr0.001_bs64/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/SGD_lr0.001_bs64
