ordinal,scenario,dataset,dsm_mode_tag,residual,fusion,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
False,4,dataset_16,dsm_density,True,concat,64,FCSNN,Adamax,0.0001,100,1,0.5852017937219731,0.3780487804878049,0.3831460674157303,0.38058035714285715,0.3821156432093231,0.5344035551021772,1225,561,549,341,"[[1225, 561], [549, 341]]",0.39755691282620764,2,val_f1,17.40702176094055,2676,results/scenario_4/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/Adamax_lr0.0001_bs64/predictions.csv,results/scenario_4/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/Adamax_lr0.0001_bs64
