,precision,recall,f1-score,support
0,0.7247486835806606,0.8477043673012318,0.7814193548387096,1786.0
1,0.5366269165247018,0.3539325842696629,0.42654028436018954,890.0
accuracy,0.6834828101644245,0.6834828101644245,0.6834828101644245,0.6834828101644245
macro avg,0.6306878000526812,0.6008184757854473,0.6039798195994496,2676.0
weighted avg,0.662182027123335,0.6834828101644245,0.6633915623402481,2676.0
