ordinal,scenario,dataset,dsm_mode_tag,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,mae,qwk,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
True,5,dataset_16,dsm_only,64,FUJITA,Adam,0.001,100,5,0.554185351270553,0.5127957010337262,0.4326697535096738,0.45415441687451014,0.4386796430864188,0.6520658051802525,0.5889387144992526,0.4766182043785262,0,0,0,0,"[[266, 97, 15, 4, 3], [69, 975, 316, 30, 11], [2, 278, 161, 26, 6], [3, 112, 103, 22, 7], [14, 50, 31, 16, 59]]",0.47840288882992194,20,val_f1,14.153077363967896,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Adam_lr0.001_bs64/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Adam_lr0.001_bs64
True,5,dataset_16,dsm_only,256,FUJITA,SGD,0.0001,100,5,0.5145739910313901,0.11374592603714924,0.19732732649220872,0.13821025952302624,0.16819313129646052,0.4900850380214806,0.7103886397608371,-0.002578340125385603,0,0,0,0,"[[2, 383, 0, 0, 0], [26, 1375, 0, 0, 0], [7, 466, 0, 0, 0], [7, 240, 0, 0, 0], [1, 169, 0, 0, 0]]",0.13880765872601786,5,val_f1,4.031136751174927,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/SGD_lr0.0001_bs256/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/SGD_lr0.0001_bs256
True,5,dataset_16,dsm_only,128,FUJITA,SGD,0.0001,100,5,0.523916292974589,0.2380845491956603,0.2008962058640859,0.13951890034364262,0.17043958572784162,0.5103842317794487,0.695440956651719,0.0019070024653113915,0,0,0,0,"[[2, 383, 0, 0, 0], [1, 1400, 0, 0, 0], [0, 473, 0, 0, 0], [0, 247, 0, 0, 0], [0, 170, 0, 0, 0]]",0.14083151602569605,1,val_f1,3.8145244121551514,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/SGD_lr0.0001_bs128/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/SGD_lr0.0001_bs128
True,5,dataset_16,dsm_only,64,FUJITA,SGD,0.0001,100,5,0.4633781763826607,0.1185736492533798,0.18605782511564098,0.14258600040906128,0.16523393275585163,0.4719536996373105,0.7840059790732437,0.012792267948582126,0,0,0,0,"[[24, 361, 0, 0, 0], [185, 1216, 0, 0, 0], [45, 428, 0, 0, 0], [20, 227, 0, 0, 0], [10, 160, 0, 0, 0]]",0.14635924730783972,2,val_f1,6.067268133163452,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/SGD_lr0.0001_bs64/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/SGD_lr0.0001_bs64
True,5,dataset_16,dsm_only,256,FUJITA,SGD,0.001,100,5,0.523542600896861,0.1047085201793722,0.2,0.1374540103016924,0.16920289855072465,0.5,0.695814648729447,0.0,0,0,0,0,"[[0, 385, 0, 0, 0], [0, 1401, 0, 0, 0], [0, 473, 0, 0, 0], [0, 247, 0, 0, 0], [0, 170, 0, 0, 0]]",0.1386707861944581,1,val_f1,3.0767662525177,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/SGD_lr0.001_bs256/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/SGD_lr0.001_bs256
True,5,dataset_16,dsm_only,128,FUJITA,SGD,0.001,100,5,0.523168908819133,0.10467289719626167,0.1998572448251249,0.13738959764474973,0.16910254861698273,0.49478587966762944,0.6961883408071748,0.00024161868588645774,0,0,0,0,"[[0, 385, 0, 0, 0], [1, 1400, 0, 0, 0], [0, 473, 0, 0, 0], [0, 247, 0, 0, 0], [0, 170, 0, 0, 0]]",0.13759527907548563,1,val_f1,4.08613395690918,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/SGD_lr0.001_bs128/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/SGD_lr0.001_bs128
True,5,dataset_16,dsm_only,64,FUJITA,SGD,0.001,100,5,0.523542600896861,0.1047085201793722,0.2,0.1374540103016924,0.16920289855072465,0.5,0.695814648729447,0.0,0,0,0,0,"[[0, 385, 0, 0, 0], [0, 1401, 0, 0, 0], [0, 473, 0, 0, 0], [0, 247, 0, 0, 0], [0, 170, 0, 0, 0]]",0.13759527907548563,1,val_f1,5.722025632858276,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/SGD_lr0.001_bs64/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/SGD_lr0.001_bs64
True,5,dataset_16,dsm_only,256,FUJITA,RMSprop,0.0001,100,5,0.48467862481315394,0.4501870201124857,0.3863589017585116,0.3873027710988776,0.38123004984091,0.6212179357107269,0.6547085201793722,0.4260210819731708,0,0,0,0,"[[247, 109, 22, 3, 4], [90, 777, 502, 19, 13], [9, 221, 229, 12, 2], [8, 91, 142, 4, 2], [20, 29, 52, 29, 40]]",0.4231027563774924,26,val_f1,8.669716358184814,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/RMSprop_lr0.0001_bs256/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/RMSprop_lr0.0001_bs256
True,5,dataset_16,dsm_only,128,FUJITA,RMSprop,0.0001,100,5,0.4872944693572496,0.4686241380264491,0.4017639768543068,0.4070697361897267,0.3978972254457404,0.6267377375713602,0.6464872944693573,0.45373671366195745,0,0,0,0,"[[241, 115, 21, 4, 4], [81, 763, 515, 27, 15], [8, 205, 241, 14, 5], [6, 81, 147, 10, 3], [15, 28, 53, 25, 49]]",0.4532344203573043,30,val_f1,11.704992532730103,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/RMSprop_lr0.0001_bs128/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/RMSprop_lr0.0001_bs128
True,5,dataset_16,dsm_only,64,FUJITA,RMSprop,0.0001,100,5,0.5280269058295964,0.5124307814076621,0.4276744300735187,0.4405249628957496,0.4279907883820373,0.6479286778656441,0.5949177877428998,0.5050790285450775,0,0,0,0,"[[255, 106, 17, 4, 3], [91, 863, 407, 31, 9], [7, 224, 224, 15, 3], [7, 82, 138, 17, 3], [9, 27, 59, 21, 54]]",0.47163619864839196,46,val_f1,22.26517415046692,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/RMSprop_lr0.0001_bs64/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/RMSprop_lr0.0001_bs64
True,5,dataset_16,dsm_only,256,FUJITA,RMSprop,0.001,100,5,0.5033632286995515,0.5170205009056663,0.45036001512962087,0.4534551403247531,0.4432617681041634,0.6522343914159102,0.6162182361733931,0.5141008515982444,0,0,0,0,"[[248, 91, 35, 5, 6], [79, 723, 548, 39, 12], [6, 158, 289, 18, 2], [3, 61, 161, 17, 5], [8, 21, 53, 18, 70]]",0.46898120292554457,26,val_f1,8.645951271057129,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/RMSprop_lr0.001_bs256/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/RMSprop_lr0.001_bs256
True,5,dataset_16,dsm_only,128,FUJITA,RMSprop,0.001,100,5,0.5,0.48274519086502626,0.45423353504349306,0.4547769976961029,0.4503390782211495,0.646049599250403,0.6472346786248132,0.4952348671483606,0,0,0,0,"[[279, 75, 23, 3, 5], [80, 727, 501, 72, 21], [9, 189, 230, 31, 14], [5, 70, 127, 32, 13], [13, 26, 42, 19, 70]]",0.4747512758719431,20,val_f1,9.285141229629517,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/RMSprop_lr0.001_bs128/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/RMSprop_lr0.001_bs128
True,5,dataset_16,dsm_only,64,FUJITA,RMSprop,0.001,100,5,0.5343796711509716,0.506713765281365,0.4450812386908781,0.4614582144630283,0.44835089739660916,0.6532747168660357,0.6027653213751868,0.5055501569577914,0,0,0,0,"[[251, 107, 19, 4, 4], [60, 866, 405, 53, 17], [7, 203, 220, 35, 8], [2, 86, 118, 31, 10], [6, 41, 36, 25, 62]]",0.4745898128019763,30,val_f1,16.900222539901733,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/RMSprop_lr0.001_bs64/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/RMSprop_lr0.001_bs64
True,5,dataset_16,dsm_only,256,FUJITA,Nadam,0.0001,100,5,0.5168161434977578,0.4790282988229594,0.4251587851264486,0.4323260084698031,0.4241172550984255,0.6422357443332501,0.616965620328849,0.49395262062016043,0,0,0,0,"[[259, 94, 22, 4, 6], [103, 836, 411, 36, 15], [10, 223, 216, 20, 4], [5, 92, 133, 13, 4], [8, 24, 56, 23, 59]]",0.47686462350430026,26,val_f1,10.432267665863037,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.0001_bs256/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.0001_bs256
True,5,dataset_16,dsm_only,128,FUJITA,Nadam,0.0001,100,5,0.4943946188340807,0.5139041947147638,0.47254778568419625,0.47365260385299496,0.4668700325871793,0.6531603549064506,0.6363976083707026,0.5286131570075474,0,0,0,0,"[[261, 77, 33, 7, 7], [91, 675, 544, 72, 19], [6, 149, 262, 49, 7], [7, 52, 137, 47, 4], [6, 15, 45, 26, 78]]",0.48465264257381796,26,val_f1,13.97677993774414,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.0001_bs128/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.0001_bs128
True,5,dataset_16,dsm_only,64,FUJITA,Nadam,0.0001,100,5,0.5455904334828101,0.5013171318432998,0.4391370359300182,0.4468803886842704,0.4388512340629102,0.6563013338575714,0.5758594917787743,0.5283604685015564,0,0,0,0,"[[289, 72, 17, 3, 4], [119, 914, 333, 28, 7], [7, 262, 185, 16, 3], [9, 91, 131, 12, 4], [10, 24, 51, 25, 60]]",0.4788763363995284,20,val_f1,17.053131341934204,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.0001_bs64/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.0001_bs64
True,5,dataset_16,dsm_only,256,FUJITA,Nadam,0.001,100,5,0.5325112107623319,0.5126092943861404,0.4471196631574408,0.4606856252971448,0.4490552719279416,0.6546870456281147,0.5923019431988041,0.5287106484045667,0,0,0,0,"[[281, 84, 12, 6, 2], [87, 852, 402, 50, 10], [6, 216, 204, 43, 4], [6, 87, 120, 28, 6], [11, 24, 44, 31, 60]]",0.4867373906410351,10,val_f1,6.890913724899292,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.001_bs256/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.001_bs256
True,5,dataset_16,dsm_only,128,FUJITA,Nadam,0.001,100,5,0.5362481315396114,0.48791978171312433,0.4468521891783195,0.45397356830610025,0.4468884742301612,0.6556150659390795,0.593796711509716,0.5218034999110487,0,0,0,0,"[[289, 72, 20, 1, 3], [82, 869, 396, 41, 13], [6, 227, 196, 34, 10], [4, 86, 131, 15, 11], [11, 33, 41, 19, 66]]",0.48658589426603227,18,val_f1,11.933480262756348,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.001_bs128/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.001_bs128
True,5,dataset_16,dsm_only,64,FUJITA,Nadam,0.001,100,5,0.546337817638266,0.5160825572480319,0.4432893557319725,0.46105493670359293,0.44705730486467593,0.6563471262451485,0.5863228699551569,0.5023741818636811,0,0,0,0,"[[262, 98, 19, 2, 4], [65, 912, 373, 40, 11], [3, 233, 205, 25, 7], [2, 92, 127, 20, 6], [11, 40, 39, 17, 63]]",0.480199324609346,16,val_f1,16.36335563659668,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.001_bs64/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Nadam_lr0.001_bs64
True,5,dataset_16,dsm_only,256,FUJITA,Adamax,0.0001,100,5,0.5328849028400597,0.4562466232261803,0.4086038033121633,0.40795631315542397,0.40539487161324467,0.6404468566087422,0.6177130044843049,0.44789840583823304,0,0,0,0,"[[292, 70, 15, 4, 4], [132, 920, 321, 16, 12], [11, 283, 165, 12, 2], [11, 123, 105, 5, 3], [15, 43, 39, 29, 44]]",0.4350735166161968,52,val_f1,14.410734176635742,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.0001_bs256/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.0001_bs256
True,5,dataset_16,dsm_only,128,FUJITA,Adamax,0.0001,100,5,0.5085949177877429,0.47102355017575614,0.39874389846908576,0.40665514848009243,0.39731722885665327,0.6318719871436215,0.624813153961136,0.45855575991387043,0,0,0,0,"[[243, 112, 22, 3, 5], [89, 847, 433, 20, 12], [8, 231, 218, 14, 2], [6, 94, 136, 8, 3], [13, 31, 53, 28, 45]]",0.4442540372190873,26,val_f1,11.415540218353271,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.0001_bs128/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.0001_bs128
True,5,dataset_16,dsm_only,64,FUJITA,Adamax,0.0001,100,5,0.5362481315396114,0.4934441110884881,0.4243987136318335,0.4337699318537741,0.4242982999865686,0.6492584721423268,0.5979073243647235,0.4844158426047963,0,0,0,0,"[[263, 97, 17, 3, 5], [91, 897, 377, 24, 12], [8, 234, 212, 16, 3], [6, 100, 127, 11, 3], [9, 34, 55, 20, 52]]",0.47198507394137357,32,val_f1,18.76354694366455,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.0001_bs64/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.0001_bs64
True,5,dataset_16,dsm_only,256,FUJITA,Adamax,0.001,100,5,0.492152466367713,0.5043567002441698,0.43283422057283893,0.4327324546071127,0.4247620833978355,0.6454455081745802,0.6270553064275037,0.5080319320225809,0,0,0,0,"[[277, 74, 26, 3, 5], [103, 702, 543, 45, 8], [7, 172, 267, 24, 3], [4, 61, 158, 21, 3], [11, 19, 61, 29, 50]]",0.47070084427243086,12,val_f1,6.4657392501831055,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.001_bs256/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.001_bs256
True,5,dataset_16,dsm_only,128,FUJITA,Adamax,0.001,100,5,0.5452167414050823,0.513197962980512,0.4527822173080918,0.4623244978247511,0.4530297740261786,0.6621569334326823,0.5788490284005979,0.5305997611185768,0,0,0,0,"[[296, 63, 19, 4, 3], [96, 880, 376, 40, 9], [10, 232, 201, 26, 4], [4, 83, 132, 22, 6], [12, 29, 39, 30, 60]]",0.48612869045139134,32,val_f1,12.802360773086548,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.001_bs128/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.001_bs128
True,5,dataset_16,dsm_only,64,FUJITA,Adamax,0.001,100,5,0.5340059790732437,0.5081537636000906,0.44112425424046176,0.46029011907219736,0.4459525741871563,0.6491874184515408,0.594170403587444,0.5206121871435075,0,0,0,0,"[[253, 103, 19, 6, 4], [73, 890, 385, 39, 14], [6, 238, 190, 31, 8], [4, 92, 115, 29, 7], [8, 25, 45, 25, 67]]",0.4840491074266732,32,val_f1,19.533719301223755,2676,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.001_bs64/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_only/Adamax_lr0.001_bs64
