ordinal,scenario,dataset,dsm_mode_tag,residual,fusion,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,mae,qwk,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
True,5,dataset_16,dsm_uncertainty,True,concat,128,FCSNN,Adam,0.0001,100,5,0.4461883408071749,0.3876814705037478,0.25630365367600155,0.2367085707368949,0.2442999302008925,0.5404138022313558,0.781390134529148,0.23256763829482063,0,0,0,0,"[[165, 208, 11, 1, 0], [341, 974, 80, 5, 1], [88, 339, 44, 2, 0], [31, 191, 25, 0, 0], [13, 85, 39, 22, 11]]",0.2758550806997895,80,val_f1,67.80923175811768,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Adam_lr0.0001_bs128/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Adam_lr0.0001_bs128
True,5,dataset_16,dsm_uncertainty,True,concat,64,FCSNN,Adam,0.0001,100,5,0.44431988041853515,0.3890288511715589,0.2722659115738414,0.26103236144522424,0.2617852473538632,0.5435855970757789,0.7825112107623319,0.2696233121143723,0,0,0,0,"[[172, 203, 7, 3, 0], [369, 959, 65, 7, 1], [102, 338, 29, 3, 1], [39, 187, 20, 1, 0], [11, 78, 28, 25, 28]]",0.29770678543216567,67,val_f1,88.32508611679077,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Adam_lr0.0001_bs64/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Adam_lr0.0001_bs64
True,5,dataset_16,dsm_uncertainty,True,concat,256,FCSNN,Adam,0.001,100,5,0.45440956651718983,0.16051152190427959,0.2549629670828814,0.1934568408138632,0.22440959745509498,0.5516532201132336,0.8636023916292974,0.05696982481571522,0,0,0,0,"[[216, 169, 0, 0, 0], [400, 1000, 1, 0, 0], [145, 328, 0, 0, 0], [69, 178, 0, 0, 0], [50, 120, 0, 0, 0]]",0.2000321141980884,3,val_f1,10.333513259887695,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Adam_lr0.001_bs256/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Adam_lr0.001_bs256
True,5,dataset_16,dsm_uncertainty,True,concat,128,FCSNN,Adam,0.001,100,5,0.3725710014947683,0.15384761098797017,0.2357547948126107,0.16765806828616747,0.19302970140847847,0.5433613184943545,1.039237668161435,-0.023067704534878608,0,0,0,0,"[[248, 137, 0, 0, 0], [652, 749, 0, 0, 0], [251, 222, 0, 0, 0], [149, 98, 0, 0, 0], [115, 55, 0, 0, 0]]",0.1713027859354763,1,val_f1,12.210692167282104,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Adam_lr0.001_bs128/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Adam_lr0.001_bs128
True,5,dataset_16,dsm_uncertainty,True,concat,64,FCSNN,Adam,0.001,100,5,0.36509715994020925,0.15260970924569822,0.25060578251156407,0.16823282110876905,0.19836612204068024,0.5424913410869668,1.0201793721973094,0.045791585552439895,0,0,0,0,"[[295, 90, 0, 0, 0], [719, 682, 0, 0, 0], [228, 245, 0, 0, 0], [124, 123, 0, 0, 0], [93, 76, 1, 0, 0]]",0.17388332739897674,1,val_f1,16.31139349937439,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Adam_lr0.001_bs64/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Adam_lr0.001_bs64
True,5,dataset_16,dsm_uncertainty,True,concat,256,FCSNN,SGD,0.0001,100,5,0.2757847533632287,0.17498440469615664,0.1843678737232476,0.15400719573450342,0.16275922999579223,0.48240463440867604,1.0919282511210762,0.03000288237297899,0,0,0,0,"[[168, 166, 43, 6, 2], [705, 518, 166, 12, 0], [213, 204, 49, 6, 1], [121, 100, 23, 3, 0], [56, 76, 35, 3, 0]]",0.1628815449513007,42,val_f1,29.59263801574707,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/SGD_lr0.0001_bs256/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/SGD_lr0.0001_bs256
True,5,dataset_16,dsm_uncertainty,True,concat,128,FCSNN,SGD,0.0001,100,5,0.3086696562032885,0.1988948499056121,0.20653189299498065,0.1700842009703157,0.1819685001912826,0.4970149660985954,1.0332585949177877,0.06668866515842486,0,0,0,0,"[[192, 155, 36, 2, 0], [673, 580, 140, 8, 0], [185, 233, 51, 4, 0], [105, 117, 22, 3, 0], [53, 81, 34, 2, 0]]",0.17186743735844998,42,val_f1,38.86579418182373,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/SGD_lr0.0001_bs128/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/SGD_lr0.0001_bs128
True,5,dataset_16,dsm_uncertainty,True,concat,64,FCSNN,SGD,0.0001,100,5,0.3221225710014948,0.19785968000089107,0.21591141215546586,0.17425493490726332,0.18846280467901427,0.5045334641068061,1.0100896860986548,0.08729554587242083,0,0,0,0,"[[208, 150, 25, 2, 0], [670, 605, 118, 8, 0], [182, 243, 47, 1, 0], [95, 124, 26, 2, 0], [57, 75, 35, 3, 0]]",0.1758636512478986,26,val_f1,41.209723711013794,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/SGD_lr0.0001_bs64/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/SGD_lr0.0001_bs64
True,5,dataset_16,dsm_uncertainty,True,concat,256,FCSNN,SGD,0.001,100,5,0.31352765321375187,0.1966250373287135,0.20905408476430049,0.16913995259431855,0.1825605262738332,0.4987189239107677,1.0265321375186847,0.07048311251553707,0,0,0,0,"[[200, 155, 28, 2, 0], [677, 592, 125, 7, 0], [184, 243, 45, 1, 0], [105, 118, 22, 2, 0], [56, 79, 33, 2, 0]]",0.17319921795687215,9,val_f1,12.15546178817749,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/SGD_lr0.001_bs256/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/SGD_lr0.001_bs256
True,5,dataset_16,dsm_uncertainty,True,concat,128,FCSNN,SGD,0.001,100,5,0.3329596412556054,0.19021493333789458,0.2064497405833416,0.17824843781888647,0.18942963837433707,0.49961462798675454,0.9816890881913304,0.07303422533913928,0,0,0,0,"[[160, 183, 38, 4, 0], [558, 666, 168, 9, 0], [152, 256, 63, 2, 0], [88, 124, 33, 2, 0], [44, 80, 43, 3, 0]]",0.18165667232786015,4,val_f1,12.191841125488281,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/SGD_lr0.001_bs128/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/SGD_lr0.001_bs128
True,5,dataset_16,dsm_uncertainty,True,concat,64,FCSNN,SGD,0.001,100,5,0.3505231689088191,0.17638728641175933,0.22298310026212023,0.18114376425575912,0.1979411897194351,0.5118578225774114,0.9607623318385651,0.09974018559594255,0,0,0,0,"[[203, 161, 18, 3, 0], [583, 690, 126, 2, 0], [160, 267, 45, 1, 0], [87, 128, 32, 0, 0], [46, 86, 35, 3, 0]]",0.18732234028835754,4,val_f1,18.262706756591797,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/SGD_lr0.001_bs64/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/SGD_lr0.001_bs64
True,5,dataset_16,dsm_uncertainty,True,concat,256,FCSNN,RMSprop,0.0001,100,5,0.42937219730941706,0.386677727299425,0.2612596019479904,0.21576969157265485,0.23543505243288804,0.5448849277082012,0.8393124065769806,0.1939895943336386,0,0,0,0,"[[227, 148, 10, 0, 0], [460, 899, 40, 2, 0], [130, 326, 16, 1, 0], [55, 179, 13, 0, 0], [25, 85, 43, 10, 7]]",0.24727763848429385,66,val_f1,41.616251945495605,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/RMSprop_lr0.0001_bs256/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/RMSprop_lr0.0001_bs256
True,5,dataset_16,dsm_uncertainty,True,concat,128,FCSNN,RMSprop,0.0001,100,5,0.4458146487294469,0.3962543990953729,0.28366531972839126,0.2670138154993143,0.2699051617630407,0.551120531049829,0.7798953662182362,0.28923058928402123,0,0,0,0,"[[200, 172, 10, 3, 0], [405, 934, 58, 3, 1], [102, 339, 30, 1, 1], [42, 186, 18, 1, 0], [9, 78, 27, 28, 28]]",0.3007422801443525,76,val_f1,62.817951917648315,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/RMSprop_lr0.0001_bs128/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/RMSprop_lr0.0001_bs128
True,5,dataset_16,dsm_uncertainty,True,concat,64,FCSNN,RMSprop,0.0001,100,5,0.4525411061285501,0.40209577230108773,0.2744110163618893,0.2735764984839729,0.2687852083435901,0.5448899533238556,0.7589686098654709,0.28652315203749656,0,0,0,0,"[[147, 221, 14, 3, 0], [337, 984, 72, 7, 1], [81, 342, 48, 1, 1], [29, 192, 25, 1, 0], [10, 75, 25, 29, 31]]",0.29991837272261784,26,val_f1,42.20365262031555,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/RMSprop_lr0.0001_bs64/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/RMSprop_lr0.0001_bs64
True,5,dataset_16,dsm_uncertainty,True,concat,256,FCSNN,RMSprop,0.001,100,5,0.5732436472346786,0.45140435947716206,0.326016992043242,0.30596643169634985,0.31327759402731253,0.6318142549401264,0.6098654708520179,0.3354205103579583,0,0,0,0,"[[233, 147, 4, 1, 0], [116, 1274, 10, 0, 1], [19, 442, 11, 0, 1], [3, 232, 11, 1, 0], [9, 77, 43, 26, 15]]",0.3285580372917065,68,val_f1,42.803560733795166,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/RMSprop_lr0.001_bs256/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/RMSprop_lr0.001_bs256
True,5,dataset_16,dsm_uncertainty,True,concat,128,FCSNN,RMSprop,0.001,100,5,0.5478325859491778,0.4150361467177325,0.32721756237916716,0.3060919839639956,0.3136266230152018,0.6111816028939093,0.6461136023916293,0.33400657925365795,0,0,0,0,"[[228, 152, 2, 2, 1], [190, 1203, 6, 1, 1], [39, 428, 5, 0, 1], [8, 233, 4, 1, 1], [11, 77, 31, 22, 29]]",0.3322443232301996,49,val_f1,43.987207651138306,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/RMSprop_lr0.001_bs128/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/RMSprop_lr0.001_bs128
True,5,dataset_16,dsm_uncertainty,True,concat,64,FCSNN,RMSprop,0.001,100,5,0.5848281016442451,0.43440609923540646,0.3516177023163142,0.32927951100697006,0.3376021956608216,0.646040871194235,0.6057548579970105,0.34594732935786865,0,0,0,0,"[[266, 114, 4, 0, 1], [128, 1269, 3, 0, 1], [22, 446, 4, 0, 1], [3, 240, 3, 0, 1], [3, 96, 31, 14, 26]]",0.34449428144959493,49,val_f1,66.1546220779419,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/RMSprop_lr0.001_bs64/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/RMSprop_lr0.001_bs64
True,5,dataset_16,dsm_uncertainty,True,concat,256,FCSNN,Nadam,0.0001,100,5,0.4383408071748879,0.37278613802065436,0.26433734234511674,0.2364997368312575,0.24744241166901185,0.5464293942239306,0.8053064275037369,0.22650276464692476,0,0,0,0,"[[198, 176, 10, 1, 0], [397, 925, 73, 5, 1], [107, 324, 39, 2, 1], [41, 184, 22, 0, 0], [23, 74, 42, 20, 11]]",0.2735253798029342,96,val_f1,63.55475211143494,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Nadam_lr0.0001_bs256/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Nadam_lr0.0001_bs256
True,5,dataset_16,dsm_uncertainty,True,concat,128,FCSNN,Nadam,0.0001,100,5,0.4499252615844544,0.4039693885663481,0.2710049771055731,0.2553443353566151,0.2593772579470558,0.5478352619736492,0.7761584454409567,0.2556343749913147,0,0,0,0,"[[180, 194, 8, 3, 0], [352, 962, 82, 4, 1], [91, 337, 43, 2, 0], [37, 189, 20, 1, 0], [12, 81, 33, 26, 18]]",0.2914709505436658,64,val_f1,67.64798855781555,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Nadam_lr0.0001_bs128/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Nadam_lr0.0001_bs128
True,5,dataset_16,dsm_uncertainty,True,concat,64,FCSNN,Nadam,0.0001,100,5,0.453288490284006,0.4102075692378867,0.27203750149303013,0.2413687653643665,0.25427797768927746,0.5518423243342062,0.7832585949177877,0.23093626261336042,0,0,0,0,"[[209, 165, 11, 0, 0], [372, 959, 63, 7, 0], [86, 351, 35, 1, 0], [35, 190, 22, 0, 0], [19, 90, 32, 19, 10]]",0.28139654463982533,26,val_f1,51.68688464164734,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Nadam_lr0.0001_bs64/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Nadam_lr0.0001_bs64
True,5,dataset_16,dsm_uncertainty,True,concat,256,FCSNN,Nadam,0.001,100,5,0.34379671150971597,0.15523271922750864,0.2533937725372415,0.16194936041679336,0.19158060607953997,0.5481248113962849,1.0683856502242153,0.05011432859694687,0,0,0,0,"[[324, 61, 0, 0, 0], [804, 596, 1, 0, 0], [281, 192, 0, 0, 0], [151, 96, 0, 0, 0], [85, 84, 1, 0, 0]]",0.1611881845824404,3,val_f1,12.708452463150024,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Nadam_lr0.001_bs256/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Nadam_lr0.001_bs256
True,5,dataset_16,dsm_uncertainty,True,concat,128,FCSNN,Nadam,0.001,100,5,0.39499252615844543,0.14746480673373624,0.2315114435885314,0.17095191342199462,0.19786515173791877,0.5296672237403225,0.9633781763826607,0.012774550884417368,0,0,0,0,"[[214, 171, 0, 0, 0], [558, 843, 0, 0, 0], [187, 286, 0, 0, 0], [96, 151, 0, 0, 0], [89, 81, 0, 0, 0]]",0.1725318761384335,1,val_f1,14.933890104293823,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Nadam_lr0.001_bs128/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Nadam_lr0.001_bs128
True,5,dataset_16,dsm_uncertainty,True,concat,64,FCSNN,Nadam,0.001,100,5,0.2645739910313901,0.14075776009646962,0.22425985149753885,0.12788706261974386,0.15364694775380286,0.5197579524980874,1.1849775784753362,0.03802538167754088,0,0,0,0,"[[327, 58, 0, 0, 0], [1020, 381, 0, 0, 0], [338, 135, 0, 0, 0], [176, 71, 0, 0, 0], [104, 64, 2, 0, 0]]",0.13069564730703434,1,val_f1,20.630029439926147,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Nadam_lr0.001_bs64/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Nadam_lr0.001_bs64
True,5,dataset_16,dsm_uncertainty,True,concat,256,FCSNN,Adamax,0.0001,100,5,0.336322869955157,0.39577629631458666,0.221829104756552,0.17605759619985104,0.1917104681711536,0.5114659025610631,1.0041106128550075,0.08024010190922026,0,0,0,0,"[[218, 151, 13, 3, 0], [660, 646, 93, 2, 0], [199, 239, 34, 1, 0], [99, 129, 18, 1, 0], [60, 78, 28, 3, 1]]",0.18615721869115565,12,val_f1,15.74840521812439,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Adamax_lr0.0001_bs256/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Adamax_lr0.0001_bs256
True,5,dataset_16,dsm_uncertainty,True,concat,128,FCSNN,Adamax,0.0001,100,5,0.45366218236173395,0.3862775551388574,0.26210513298401467,0.23486638416561484,0.24665717941602985,0.5470366645479511,0.78101644245142,0.22460026224683283,0,0,0,0,"[[185, 189, 11, 0, 0], [348, 985, 63, 4, 1], [90, 347, 35, 1, 0], [34, 193, 20, 0, 0], [16, 87, 38, 20, 9]]",0.27331864784568316,94,val_f1,74.064612865448,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Adamax_lr0.0001_bs128/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Adamax_lr0.0001_bs128
True,5,dataset_16,dsm_uncertainty,True,concat,64,FCSNN,Adamax,0.0001,100,5,0.46001494768310913,0.4064286495447063,0.26822193264718686,0.23391453823748432,0.24965390208154412,0.5541453209615698,0.7840059790732437,0.20666818264678855,0,0,0,0,"[[204, 170, 11, 0, 0], [349, 990, 58, 4, 0], [94, 348, 30, 1, 0], [34, 192, 21, 0, 0], [23, 88, 39, 13, 7]]",0.27707877885451604,66,val_f1,86.33804631233215,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Adamax_lr0.0001_bs64/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Adamax_lr0.0001_bs64
True,5,dataset_16,dsm_uncertainty,True,concat,256,FCSNN,Adamax,0.001,100,5,0.36509715994020925,0.15225075880603262,0.24344800096406088,0.16691089039005047,0.19502171654461636,0.5408472670725645,1.0302690582959642,0.02454503821014109,0,0,0,0,"[[276, 109, 0, 0, 0], [699, 701, 1, 0, 0], [245, 228, 0, 0, 0], [131, 116, 0, 0, 0], [95, 75, 0, 0, 0]]",0.16891179986499788,3,val_f1,10.364416122436523,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Adamax_lr0.001_bs256/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Adamax_lr0.001_bs256
True,5,dataset_16,dsm_uncertainty,True,concat,128,FCSNN,Adamax,0.001,100,5,0.47757847533632286,0.39266483811966146,0.2674088398822051,0.24690841582041906,0.25455289100149386,0.5494532215563468,0.726083707025411,0.2837710183260911,0,0,0,0,"[[165, 215, 4, 1, 0], [296, 1080, 24, 1, 0], [61, 396, 15, 0, 1], [18, 218, 11, 0, 0], [7, 84, 33, 28, 18]]",0.28062281243979315,100,val_f1,73.60196781158447,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Adamax_lr0.001_bs128/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Adamax_lr0.001_bs128
True,5,dataset_16,dsm_uncertainty,True,concat,64,FCSNN,Adamax,0.001,100,5,0.46599402092675635,0.39636496580369746,0.30001918385395643,0.25466339033615953,0.27265841907007127,0.5715953369262625,0.7683109118086696,0.287329111676629,0,0,0,0,"[[266, 113, 4, 2, 0], [431, 953, 17, 0, 0], [98, 365, 9, 0, 1], [46, 192, 8, 1, 0], [20, 73, 30, 29, 18]]",0.28444243059579155,62,val_f1,83.06332397460938,2676,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Adamax_lr0.001_bs64/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_uncertainty/residual_True/fusion_concat/Adamax_lr0.001_bs64
True,5,dataset_16,dsm_only,True,concat,256,FCSNN,Adam,0.0001,100,5,0.4749626307922272,0.37700837649208363,0.26643727890584007,0.23230681616751708,0.24886464936249894,0.551663556411307,0.7526158445440957,0.22198107881612694,0,0,0,0,"[[194, 184, 6, 1, 0], [301, 1056, 37, 6, 1], [61, 398, 13, 1, 0], [19, 219, 9, 0, 0], [20, 89, 37, 16, 8]]",0.25761970175626786,52,val_f1,36.15479803085327,2676,results/scenario_5/FCSNN/dataset_16/dsm_only/residual_True/fusion_concat/Adam_lr0.0001_bs256/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_only/residual_True/fusion_concat/Adam_lr0.0001_bs256
True,5,dataset_16,dsm_only,True,concat,128,FCSNN,Adam,0.0001,100,5,0.4727204783258595,0.3679815436224022,0.2824288517425523,0.2539799374710423,0.26597289440931365,0.558005500667755,0.7432735426008968,0.28474808194036516,0,0,0,0,"[[213, 158, 10, 4, 0], [326, 1022, 38, 13, 2], [57, 400, 12, 4, 0], [24, 213, 7, 1, 2], [12, 82, 25, 34, 17]]",0.28179465318629476,86,val_f1,71.62349820137024,2676,results/scenario_5/FCSNN/dataset_16/dsm_only/residual_True/fusion_concat/Adam_lr0.0001_bs128/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_only/residual_True/fusion_concat/Adam_lr0.0001_bs128
True,5,dataset_16,dsm_only,True,concat,64,FCSNN,Adam,0.0001,100,5,0.4551569506726457,0.35725930744280726,0.27768187889275814,0.25795358402270707,0.2643231388619755,0.5446514990932518,0.7619581464872944,0.2918225002980902,0,0,0,0,"[[191, 181, 6, 7, 0], [363, 986, 36, 12, 4], [62, 392, 13, 5, 1], [27, 211, 4, 2, 3], [7, 85, 22, 30, 26]]",0.2925658832316689,67,val_f1,88.54878234863281,2676,results/scenario_5/FCSNN/dataset_16/dsm_only/residual_True/fusion_concat/Adam_lr0.0001_bs64/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_only/residual_True/fusion_concat/Adam_lr0.0001_bs64
True,5,dataset_16,dsm_only,True,concat,256,FCSNN,Adam,0.001,100,5,0.4828101644245142,0.1547134360879427,0.21909841764231489,0.1787263101026472,0.20009661980108273,0.5154338188068722,0.7619581464872944,0.06972276693711899,0,0,0,0,"[[92, 293, 0, 0, 0], [198, 1200, 3, 0, 0], [46, 427, 0, 0, 0], [16, 231, 0, 0, 0], [13, 150, 7, 0, 0]]",0.18370806279519458,4,val_f1,11.416450023651123,2676,results/scenario_5/FCSNN/dataset_16/dsm_only/residual_True/fusion_concat/Adam_lr0.001_bs256/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_only/residual_True/fusion_concat/Adam_lr0.001_bs256
True,5,dataset_16,dsm_only,True,concat,128,FCSNN,Adam,0.001,100,5,0.4458146487294469,0.15342485040478704,0.23887093634416975,0.18522068161540112,0.21328423211707032,0.5317170826772523,0.8505231689088192,0.0778140583628828,0,0,0,0,"[[182, 203, 0, 0, 0], [390, 1011, 0, 0, 0], [127, 346, 0, 0, 0], [51, 196, 0, 0, 0], [30, 138, 2, 0, 0]]",0.18938228455636708,2,val_f1,12.976566553115845,2676,results/scenario_5/FCSNN/dataset_16/dsm_only/residual_True/fusion_concat/Adam_lr0.001_bs128/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_only/residual_True/fusion_concat/Adam_lr0.001_bs128
True,5,dataset_16,dsm_only,True,concat,64,FCSNN,Adam,0.001,100,5,0.47720478325859494,0.1433647979739841,0.20490187899181475,0.16419952518559522,0.18518095142249563,0.49391972342336127,0.7600896860986547,0.05760084106914953,0,0,0,0,"[[60, 325, 0, 0, 0], [182, 1217, 2, 0, 0], [35, 438, 0, 0, 0], [9, 238, 0, 0, 0], [6, 162, 2, 0, 0]]",0.17165737820641386,1,val_f1,16.729400157928467,2676,results/scenario_5/FCSNN/dataset_16/dsm_only/residual_True/fusion_concat/Adam_lr0.001_bs64/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_only/residual_True/fusion_concat/Adam_lr0.001_bs64
True,5,dataset_16,dsm_only,True,concat,256,FCSNN,SGD,0.0001,100,5,0.3837817638266069,0.18267384189271746,0.2255088622679878,0.1737470080275604,0.19637559074753502,0.5184805174029852,0.9544095665171899,0.0528614379978688,0,0,0,0,"[[202, 181, 2, 0, 0], [556, 815, 24, 4, 2], [172, 289, 10, 1, 1], [95, 149, 3, 0, 0], [55, 103, 12, 0, 0]]",0.17330262698732538,48,val_f1,33.15933680534363,2676,results/scenario_5/FCSNN/dataset_16/dsm_only/residual_True/fusion_concat/SGD_lr0.0001_bs256/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_only/residual_True/fusion_concat/SGD_lr0.0001_bs256
True,5,dataset_16,dsm_only,True,concat,128,FCSNN,SGD,0.0001,100,5,0.3968609865470852,0.18738117363463885,0.2276749208993619,0.17858764520593945,0.20078845506183346,0.522038310450332,0.9349775784753364,0.0491744773568249,0,0,0,0,"[[193, 190, 2, 0, 0], [510, 857, 29, 3, 2], [163, 296, 12, 1, 1], [90, 154, 3, 0, 0], [54, 104, 11, 1, 0]]",0.1755158270841455,26,val_f1,27.544588088989258,2676,results/scenario_5/FCSNN/dataset_16/dsm_only/residual_True/fusion_concat/SGD_lr0.0001_bs128/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_only/residual_True/fusion_concat/SGD_lr0.0001_bs128
True,5,dataset_16,dsm_only,True,concat,64,FCSNN,SGD,0.0001,100,5,0.3841554559043348,0.1767472115958872,0.22424136360294916,0.17291423554876945,0.19558748572881765,0.5179146729974724,0.953288490284006,0.05068280584055185,0,0,0,0,"[[199, 184, 2, 0, 0], [548, 820, 28, 3, 2], [172, 290, 9, 1, 1], [96, 147, 4, 0, 0], [55, 103, 11, 1, 0]]",0.17827371307561718,11,val_f1,26.523468494415283,2676,results/scenario_5/FCSNN/dataset_16/dsm_only/residual_True/fusion_concat/SGD_lr0.0001_bs64/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_only/residual_True/fusion_concat/SGD_lr0.0001_bs64
True,5,dataset_16,dsm_only,True,concat,256,FCSNN,SGD,0.001,100,5,0.4656203288490284,0.19112326200685414,0.2400996828644854,0.19979856872646035,0.22137231896831883,0.5357155409256877,0.7952167414050823,0.11417490564264021,0,0,0,0,"[[157, 220, 7, 1, 0], [286, 1078, 30, 5, 2], [75, 386, 11, 1, 0], [38, 204, 5, 0, 0], [21, 120, 22, 7, 0]]",0.20431556268055467,26,val_f1,21.008506536483765,2676,results/scenario_5/FCSNN/dataset_16/dsm_only/residual_True/fusion_concat/SGD_lr0.001_bs256/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_only/residual_True/fusion_concat/SGD_lr0.001_bs256
