ordinal,scenario,dataset,dsm_mode_tag,variant_tag,dsm_post_concat_with_rgb,use_four_stream,residual,fusion,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,mae,qwk,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
True,5,dataset_16,dsm_uncertainty,3stream_concat,True,False,True,mcmaf,64,MMF,RMSprop,0.001,100,5,0.6042600896860987,0.5899904934963052,0.4567788831828696,0.4968655144100585,0.46896498913972734,0.6819302209780288,0.48654708520179374,0.6162618247784084,0,0,0,0,"[[154, 202, 18, 9, 2], [27, 1154, 180, 37, 3], [1, 261, 165, 44, 2], [0, 71, 85, 74, 17], [4, 17, 38, 41, 70]]",0.5166131931986362,18,val_f1,52.548524379730225,2676,results/scenario_5/MMF/dataset_16/dsm_uncertainty/3stream_concat/residual_True/fusion_mcmaf/RMSprop_lr0.001_bs64/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_uncertainty/3stream_concat/residual_True/fusion_mcmaf/RMSprop_lr0.001_bs64
