ordinal,scenario,dataset,dsm_mode_tag,residual,fusion,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,mae,qwk,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
True,5,dataset_16,dsm_density,True,concat,256,FCSNN,RMSprop,0.0001,100,5,0.34678624813153963,0.18676194808098878,0.2488750689577342,0.16508331762186537,0.19350663164667795,0.5384330378399269,1.0440956651718984,0.05407790206638885,0,0,0,0,"[[306, 76, 3, 0, 0], [771, 618, 12, 0, 0], [247, 222, 4, 0, 0], [116, 131, 0, 0, 0], [96, 71, 3, 0, 0]]",0.16870506629551363,5,val_f1,11.380474090576172,2676,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/RMSprop_lr0.0001_bs256/predictions.csv,results/scenario_5/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/RMSprop_lr0.0001_bs256
