ordinal,scenario,dataset,dsm_mode_tag,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
False,4,dataset_16,dsm_only,64,FUJITA,Nadam,0.001,100,1,0.7070254110612855,0.5730027548209367,0.46741573033707867,0.5148514851485149,0.48530097993467103,0.6556812141563886,1476,310,474,416,"[[1476, 310], [474, 416]]",0.5584813227189224,9,val_f1,11.794912099838257,2676,results/scenario_4/FUJITA/dataset_16/dsm_only/Nadam_lr0.001_bs64/predictions.csv,results/scenario_4/FUJITA/dataset_16/dsm_only/Nadam_lr0.001_bs64
