,precision,recall,f1-score,support
0,0.19696048632218846,0.8415584415584415,0.3192118226600985,385.0
1,0.5792031098153547,0.4254104211277659,0.4905349794238683,1401.0
2,0.0,0.0,0.0,473.0
3,0.0,0.0,0.0,247.0
4,0.0,0.0,0.0,170.0
accuracy,0.34379671150971597,0.34379671150971597,0.34379671150971597,0.34379671150971597
macro avg,0.15523271922750864,0.2533937725372415,0.16194936041679336,2676.0
weighted avg,0.3315744933054389,0.34379671150971597,0.30274142671785403,2676.0
