ordinal,scenario,dataset,dsm_mode_tag,variant_tag,dsm_post_concat_with_rgb,use_four_stream,residual,fusion,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
False,4,dataset_16,dsm_density,3stream_concat,True,False,True,mcmaf,256,MMF,SGD,0.0001,100,1,0.6240657698056801,0.16279069767441862,0.03146067415730337,0.05273069679849341,0.03751339764201501,0.452772714454487,1642,144,862,28,"[[1642, 144], [862, 28]]",0.06261859582542695,1,val_f1,12.291136741638184,2676,results/scenario_4/MMF/dataset_16/dsm_density/3stream_concat/residual_True/fusion_mcmaf/SGD_lr0.0001_bs256/predictions.csv,results/scenario_4/MMF/dataset_16/dsm_density/3stream_concat/residual_True/fusion_mcmaf/SGD_lr0.0001_bs256
