ordinal,scenario,dataset,dsm_mode_tag,residual,fusion,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
False,4,dataset_16,dsm_density,True,concat,64,FCSNN,Adam,0.0001,100,1,0.6199551569506726,0.4167758846657929,0.35730337078651686,0.38475499092558985,0.3678001387925052,0.5564267898241309,1341,445,572,318,"[[1341, 445], [572, 318]]",0.41929720071471116,2,val_f1,18.303003787994385,2676,results/scenario_4/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/Adam_lr0.0001_bs64/predictions.csv,results/scenario_4/FCSNN/dataset_16/dsm_density/residual_True/fusion_concat/Adam_lr0.0001_bs64
