,precision,recall,f1-score,support
0,0.7946045370938075,0.7256438969764838,0.7585601404741001,1786.0
1,0.5311004784688995,0.6235955056179775,0.5736434108527131,890.0
accuracy,0.6917040358744395,0.6917040358744395,0.6917040358744395,0.6917040358744395
macro avg,0.6628525077813535,0.6746197012972306,0.6661017756634067,2676.0
weighted avg,0.7069667896438194,0.6917040358744395,0.6970594344341022,2676.0
