ordinal,scenario,dataset,dsm_mode_tag,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,mae,qwk,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
True,5,dataset_16,dsm_uncertainty,64,FUJITA,Nadam,0.001,100,5,0.5560538116591929,0.48690943078577575,0.43090890582696134,0.45144030715078065,0.4378091792476238,0.6489406364662128,0.5889387144992526,0.5071605374823197,0,0,0,0,"[[249, 114, 13, 3, 6], [80, 1021, 233, 57, 10], [5, 304, 118, 32, 14], [3, 117, 82, 32, 13], [9, 38, 29, 26, 68]]",0.495035374514136,16,val_f1,15.462243556976318,2676,results/scenario_5/FUJITA/dataset_16/dsm_uncertainty/Nadam_lr0.001_bs64/predictions.csv,results/scenario_5/FUJITA/dataset_16/dsm_uncertainty/Nadam_lr0.001_bs64
