scenario,model,dataset,dsm_mode_tag,variant_tag,residual,fusion,epochs,num_classes,dsm_post_concat_with_rgb,use_four_stream,optimizer,learning_rate,batch_size,selected_metric,macro_f1,result_dir,ordinal,accuracy,precision,recall,macro_f2,mcc,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_f1,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv
4,MMF,dataset_16,dsm_only,3stream_concat,True,mcmaf,100,1,True,False,Adam,0.001,128,macro_f1,0.6710239651416122,results/scenario_4/MMF/dataset_16/dsm_only/3stream_concat/residual_True/fusion_mcmaf/Adam_lr0.001_bs128,False,0.7742899850523169,0.6511627906976745,0.6921348314606741,0.6835330670217488,0.750009839717857,1456,330,274,616,"[[1456, 330], [274, 616]]",0.6637217007178354,23,val_f1,43.45207405090332,2676,results/scenario_4/MMF/dataset_16/dsm_only/3stream_concat/residual_True/fusion_mcmaf/Adam_lr0.001_bs128/predictions.csv
